formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass,source,structure_type,source_dir,source_file,cif_source,local_cif_name
AgBiSeCl2,Direct,0.9207,0.2877,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AgBiSeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/AgBiSeCl2.cif,AgBiSeCl2.cif
AgMo2S3I,Direct,0.6897,0.1508,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/AgMo2S3I.cif,PROJECT_ROOT/Data/predict_final_main6/AgMo2S3I.cif,AgMo2S3I.cif
AgSbSI2,Direct,0.6599,0.1196,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AgSbSI2.cif,PROJECT_ROOT/Data/predict_final_main6/AgSbSI2.cif,AgSbSI2.cif
AgSbSeCl2,Direct,0.6525,0.32,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AgSbSeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/AgSbSeCl2.cif,AgSbSeCl2.cif
AgSnSCl,Direct,0.7417,0.4027,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/AgSnSCl.cif,PROJECT_ROOT/Data/predict_final_main6/AgSnSCl.cif,AgSnSCl.cif
AgSnSeBr,Direct,0.5536,0.4468,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/AgSnSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/AgSnSeBr.cif,AgSnSeBr.cif
AgSnTeF,Direct,0.5114,0.1404,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/AgSnTeF.cif,PROJECT_ROOT/Data/predict_final_main6/AgSnTeF.cif,AgSnTeF.cif
Al2AgS3Cl,Direct,0.524,0.5584,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Al2AgS3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/Al2AgS3Cl.cif,Al2AgS3Cl.cif
Al2AgSe3Br,Direct,0.7344,0.348,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Al2AgSe3Br.cif,PROJECT_ROOT/Data/predict_final_main6/Al2AgSe3Br.cif,Al2AgSe3Br.cif
Al2CuTe3Cl,Direct,0.7413,0.3323,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Al2CuTe3Cl.cif,PROJECT_ROOT/Data/predict_final_main6/Al2CuTe3Cl.cif,Al2CuTe3Cl.cif
Al2Te3AuI,Direct,0.7165,0.2723,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Al2Te3AuI.cif,PROJECT_ROOT/Data/predict_final_main6/Al2Te3AuI.cif,Al2Te3AuI.cif
AlAgSI2,Direct,0.6228,0.319,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AgAlSI2.cif,PROJECT_ROOT/Data/predict_final_main6/AlAgSI2.cif,AlAgSI2.cif
AlGe2S2Br3,Direct,0.7681,0.6952,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2AlS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/AlGe2S2Br3.cif,AlGe2S2Br3.cif
AlGe2S2I3,Direct,0.7453,0.4673,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed_extra,PROJECT_ROOT/Data/predict_type3_relaxed_extra/Ge2AlS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/AlGe2S2I3.cif,AlGe2S2I3.cif
AlNi2S2I3,Direct,0.8216,0.6604,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ni2AlS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/AlNi2S2I3.cif,AlNi2S2I3.cif
AlSI,Direct,0.9012,1.0066,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AlSI.cif,PROJECT_ROOT/Data/predict_final_main6/AlSI.cif,AlSI.cif
AlSn2S2F3,Direct,0.5981,0.6553,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sn2AlS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/AlSn2S2F3.cif,AlSn2S2F3.cif
AlSn2Se2Cl3,Direct,0.7015,0.4648,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Sn2AlSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/AlSn2Se2Cl3.cif,AlSn2Se2Cl3.cif
AlSnSe2F,Direct,0.5914,0.5937,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/AlSnSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/AlSnSe2F.cif,AlSnSe2F.cif
AlZn2Se2Br3,Direct,0.8956,0.6431,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Zn2AlSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/AlZn2Se2Br3.cif,AlZn2Se2Br3.cif
AlZnS2Cl,Direct,0.8197,1.0818,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/AlZnS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/AlZnS2Cl.cif,AlZnS2Cl.cif
Ba2BiS2I3,Direct,0.8826,0.393,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2BiS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2BiS2I3.cif,Ba2BiS2I3.cif
Ba2BiTe2F3,Direct,0.8583,0.1635,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2BiTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2BiTe2F3.cif,Ba2BiTe2F3.cif
Ba2GaTe2Cl3,Direct,1.0244,0.3827,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2GaTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2GaTe2Cl3.cif,Ba2GaTe2Cl3.cif
Ba2GaTe2F3,Direct,0.8173,0.4023,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2GaTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2GaTe2F3.cif,Ba2GaTe2F3.cif
Ba2HfS2I3,Direct,0.8965,0.4583,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2HfS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2HfS2I3.cif,Ba2HfS2I3.cif
Ba2HfSe2Cl3,Direct,0.8069,0.2768,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2HfSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2HfSe2Cl3.cif,Ba2HfSe2Cl3.cif
Ba2HfTe2Cl3,Direct,0.807,0.1966,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2HfTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2HfTe2Cl3.cif,Ba2HfTe2Cl3.cif
Ba2InS2F3,Direct,1.0862,0.4357,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2InS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2InS2F3.cif,Ba2InS2F3.cif
Ba2RhS2Br3,Direct,0.7532,0.5595,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2RhS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2RhS2Br3.cif,Ba2RhS2Br3.cif
Ba2RhSe2Br3,Direct,0.6026,0.3996,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2RhSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2RhSe2Br3.cif,Ba2RhSe2Br3.cif
Ba2RhSe2Cl3,Direct,0.6073,0.2858,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2RhSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2RhSe2Cl3.cif,Ba2RhSe2Cl3.cif
Ba2VS2Cl3,Direct,0.6085,0.2987,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2VS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2VS2Cl3.cif,Ba2VS2Cl3.cif
Ba2ZrSe2Br3,Direct,0.7405,0.2896,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2ZrSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2ZrSe2Br3.cif,Ba2ZrSe2Br3.cif
Ba2ZrTe2Cl3,Direct,0.5922,0.3159,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ba2ZrTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ba2ZrTe2Cl3.cif,Ba2ZrTe2Cl3.cif
BaAgSeI,Direct,0.9857,0.235,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaAgSeI.cif,PROJECT_ROOT/Data/predict_final_main6/BaAgSeI.cif,BaAgSeI.cif
BaAgTeCl,Direct,1.0155,0.2672,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaAgTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/BaAgTeCl.cif,BaAgTeCl.cif
BaAgTeI,Direct,0.9059,0.2339,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaAgTeI.cif,PROJECT_ROOT/Data/predict_final_main6/BaAgTeI.cif,BaAgTeI.cif
BaAuSF,Direct,0.6097,0.331,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaAuSF.cif,PROJECT_ROOT/Data/predict_final_main6/BaAuSF.cif,BaAuSF.cif
BaAuSeF,Direct,0.5082,0.2453,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaAuSeF.cif,PROJECT_ROOT/Data/predict_final_main6/BaAuSeF.cif,BaAuSeF.cif
BaAuSeI,Direct,0.8415,0.3072,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaAuSeI.cif,PROJECT_ROOT/Data/predict_final_main6/BaAuSeI.cif,BaAuSeI.cif
BaBiS2F,Direct,1.029,0.587,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaBiS2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaBiS2F.cif,BaBiS2F.cif
BaCuSCl,Direct,0.7107,0.2433,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaCuSCl.cif,PROJECT_ROOT/Data/predict_final_main6/BaCuSCl.cif,BaCuSCl.cif
BaCuSeCl,Direct,0.7206,0.2408,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaCuSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/BaCuSeCl.cif,BaCuSeCl.cif
BaCuTeCl,Direct,0.6658,0.2963,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaCuTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/BaCuTeCl.cif,BaCuTeCl.cif
BaCuTeI,Direct,0.9299,0.202,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaCuTeI.cif,PROJECT_ROOT/Data/predict_final_main6/BaCuTeI.cif,BaCuTeI.cif
BaHfSe2Br,Direct,1.0526,0.4984,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaHfSe2Br.cif,PROJECT_ROOT/Data/predict_final_main6/BaHfSe2Br.cif,BaHfSe2Br.cif
BaHfTe2F,Direct,1.0644,0.5228,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaHfTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaHfTe2F.cif,BaHfTe2F.cif
BaInTe2F,Direct,0.8888,0.3113,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaInTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaInTe2F.cif,BaInTe2F.cif
BaLaSe2Br,Direct,0.9382,0.4419,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaLaSe2Br.cif,PROJECT_ROOT/Data/predict_final_main6/BaLaSe2Br.cif,BaLaSe2Br.cif
BaLaSe2F,Direct,1.0563,0.2316,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaLaSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaLaSe2F.cif,BaLaSe2F.cif
BaMoS2Cl,Direct,0.8194,0.5705,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaMoS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/BaMoS2Cl.cif,BaMoS2Cl.cif
BaNbS2Cl,Direct,0.5287,0.3443,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaNbS2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/BaNbS2Cl.cif,BaNbS2Cl.cif
BaNbSe2Cl,Direct,0.534,0.2286,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaNbSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/BaNbSe2Cl.cif,BaNbSe2Cl.cif
BaNbSe2F,Direct,0.5205,0.1312,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaNbSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaNbSe2F.cif,BaNbSe2F.cif
BaRhSe2F,Direct,0.9917,0.0985,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaRhSe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaRhSe2F.cif,BaRhSe2F.cif
BaSbTe2F,Direct,0.5626,0.2429,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaSbTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaSbTe2F.cif,BaSbTe2F.cif
BaTaS2F,Direct,0.9527,0.3778,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaTaS2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaTaS2F.cif,BaTaS2F.cif
BaTe2MoF,Direct,0.9881,0.2652,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaTe2MoF.cif,PROJECT_ROOT/Data/predict_final_main6/BaTe2MoF.cif,BaTe2MoF.cif
BaTe2RhF,Direct,0.5817,0.2632,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaTe2RhF.cif,PROJECT_ROOT/Data/predict_final_main6/BaTe2RhF.cif,BaTe2RhF.cif
BaTe2RuF,Direct,0.8043,0.4478,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaTe2RuF.cif,PROJECT_ROOT/Data/predict_final_main6/BaTe2RuF.cif,BaTe2RuF.cif
BaTe2WCl,Direct,0.7008,0.3391,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaTe2WCl.cif,PROJECT_ROOT/Data/predict_final_main6/BaTe2WCl.cif,BaTe2WCl.cif
BaTe2WF,Direct,0.981,0.3073,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaTe2WF.cif,PROJECT_ROOT/Data/predict_final_main6/BaTe2WF.cif,BaTe2WF.cif
BaVTe2Cl,Direct,0.6848,0.3075,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaVTe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/BaVTe2Cl.cif,BaVTe2Cl.cif
BaVTe2F,Direct,0.9446,0.2958,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaVTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaVTe2F.cif,BaVTe2F.cif
BaWSe2Cl,Direct,0.7852,0.3183,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaWSe2Cl.cif,PROJECT_ROOT/Data/predict_final_main6/BaWSe2Cl.cif,BaWSe2Cl.cif
BaYTe2F,Direct,0.6121,0.1852,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaYTe2F.cif,PROJECT_ROOT/Data/predict_final_main6/BaYTe2F.cif,BaYTe2F.cif
BaZrS2I,Direct,0.9043,0.3927,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BaZrS2I.cif,PROJECT_ROOT/Data/predict_final_main6/BaZrS2I.cif,BaZrS2I.cif
BiAuSCl2,Direct,0.7336,0.4468,Stable,Yes,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/AuBiSCl2.cif,PROJECT_ROOT/Data/predict_final_main6/BiAuSCl2.cif,BiAuSCl2.cif
BiPtS2I,Direct,0.8087,0.1722,Stable,Yes,dual_backbone_inorg,TrainTemplate_B1C1_Ch2_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/BiPtS2I.cif,PROJECT_ROOT/Data/predict_final_main6/BiPtS2I.cif,BiPtS2I.cif
BiSeF,Direct,0.743,0.5042,Stable,Yes,dual_backbone_inorg,Type2_C_Ch_X,PROJECT_ROOT/Data/predict_final,PROJECT_ROOT/Data/predict_final/BiSeF.cif,PROJECT_ROOT/Data/predict_final_main6/BiSeF.cif,BiSeF.cif
Ca2LaSe2F3,Direct,0.7274,0.4621,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ca2LaSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Ca2LaSe2F3.cif,Ca2LaSe2F3.cif
Ca2YSe2F3,Direct,0.891,0.7051,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ca2YSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Ca2YSe2F3.cif,Ca2YSe2F3.cif
Ca2YTe2Cl3,Direct,0.9829,0.7289,Stable,Yes,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Ca2YTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Ca2YTe2Cl3.cif,Ca2YTe2Cl3.cif
CaAgSBr,Direct,0.6431,0.415,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaAgSBr.cif,PROJECT_ROOT/Data/predict_final_main6/CaAgSBr.cif,CaAgSBr.cif
CaAgSI,Direct,0.504,0.392,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaAgSI.cif,PROJECT_ROOT/Data/predict_final_main6/CaAgSI.cif,CaAgSI.cif
CaAgSeBr,Direct,1.079,0.5599,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaAgSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/CaAgSeBr.cif,CaAgSeBr.cif
CaAgSeF,Direct,0.9167,0.5878,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaAgSeF.cif,PROJECT_ROOT/Data/predict_final_main6/CaAgSeF.cif,CaAgSeF.cif
CaAgTeCl,Direct,0.7601,0.4708,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/CaAgTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/CaAgTeCl.cif,CaAgTeCl.cif
