formula,in_final_main6,in_excluded_training_overlap,final_file,excluded_file,dft_files,main6_type,main6_source_dir
InAuSI2,Yes,No,InAuSI2.cif,,AuInSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InAuSeBr2,Yes,No,InAuSeBr2.cif,,AuInSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InAuSeCl2,Yes,No,InAuSeCl2.cif,,AuInSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InAuSeI2,Yes,No,InAuSeI2.cif,,AuInSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuSBr2,Yes,No,InCuSBr2.cif,,CuInSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuSCl2,Yes,No,InCuSCl2.cif,,CuInSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuSI2,Yes,No,InCuSI2.cif,,CuInSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuSeBr2,Yes,No,InCuSeBr2.cif,,CuInSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuSeCl2,Yes,No,InCuSeCl2.cif,,CuInSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuSeI2,Yes,No,InCuSeI2.cif,,CuInSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuTeBr2,Yes,No,InCuTeBr2.cif,,CuInTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuTeCl2,Yes,No,InCuTeCl2.cif,,CuInTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InCuTeI2,Yes,No,InCuTeI2.cif,,CuInTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InTeAuBr2,Yes,No,InTeAuBr2.cif,,AuInTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InTeAuCl2,Yes,No,InTeAuCl2.cif,,AuInTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
InTeAuI2,Yes,No,InTeAuI2.cif,,AuInTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlSBr2,Yes,No,KAlSBr2.cif,,KAlSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlSCl2,Yes,No,KAlSCl2.cif,,KAlSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlSI2,Yes,No,KAlSI2.cif,,KAlSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlSeBr2,Yes,No,KAlSeBr2.cif,,KAlSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlSeCl2,Yes,No,KAlSeCl2.cif,,KAlSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlSeI2,Yes,No,KAlSeI2.cif,,KAlSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlTeBr2,Yes,No,KAlTeBr2.cif,,KAlTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlTeCl2,Yes,No,KAlTeCl2.cif,,KAlTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KAlTeI2,Yes,No,KAlTeI2.cif,,KAlTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiSBr2,Yes,No,KBiSBr2.cif,,KBiSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiSCl2,Yes,No,KBiSCl2.cif,,KBiSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiSI2,Yes,No,KBiSI2.cif,,KBiSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiSeBr2,Yes,No,KBiSeBr2.cif,,KBiSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiSeCl2,Yes,No,KBiSeCl2.cif,,KBiSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiSeI2,Yes,No,KBiSeI2.cif,,KBiSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiTeBr2,Yes,No,KBiTeBr2.cif,,KBiTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiTeCl2,Yes,No,KBiTeCl2.cif,,KBiTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KBiTeI2,Yes,No,KBiTeI2.cif,,KBiTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaSBr2,Yes,No,KGaSBr2.cif,,KGaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaSCl2,Yes,No,KGaSCl2.cif,,KGaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaSI2,Yes,No,KGaSI2.cif,,KGaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaSeBr2,Yes,No,KGaSeBr2.cif,,KGaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaSeCl2,Yes,No,KGaSeCl2.cif,,KGaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaSeI2,Yes,No,KGaSeI2.cif,,KGaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaTeBr2,Yes,No,KGaTeBr2.cif,,KGaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaTeCl2,Yes,No,KGaTeCl2.cif,,KGaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KGaTeI2,Yes,No,KGaTeI2.cif,,KGaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInSBr2,Yes,No,KInSBr2.cif,,KInSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInSCl2,Yes,No,KInSCl2.cif,,KInSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInSI2,Yes,No,KInSI2.cif,,KInSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInSeBr2,Yes,No,KInSeBr2.cif,,KInSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInSeCl2,Yes,No,KInSeCl2.cif,,KInSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInSeI2,Yes,No,KInSeI2.cif,,KInSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInTeBr2,Yes,No,KInTeBr2.cif,,KInTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInTeCl2,Yes,No,KInTeCl2.cif,,KInTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KInTeI2,Yes,No,KInTeI2.cif,,KInTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaSBr2,Yes,No,KLaSBr2.cif,,KLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaSCl2,Yes,No,KLaSCl2.cif,,KLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaSI2,Yes,No,KLaSI2.cif,,KLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaSeBr2,Yes,No,KLaSeBr2.cif,,KLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaSeCl2,Yes,No,KLaSeCl2.cif,,KLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaSeI2,Yes,No,KLaSeI2.cif,,KLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaTeBr2,Yes,No,KLaTeBr2.cif,,KLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaTeCl2,Yes,No,KLaTeCl2.cif,,KLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KLaTeI2,Yes,No,KLaTeI2.cif,,KLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbSBr2,Yes,No,KSbSBr2.cif,,KSbSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbSCl2,Yes,No,KSbSCl2.cif,,KSbSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbSI2,Yes,No,KSbSI2.cif,,KSbSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbSeBr2,Yes,No,KSbSeBr2.cif,,KSbSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbSeCl2,Yes,No,KSbSeCl2.cif,,KSbSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbSeI2,Yes,No,KSbSeI2.cif,,KSbSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbTeBr2,Yes,No,KSbTeBr2.cif,,KSbTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbTeCl2,Yes,No,KSbTeCl2.cif,,KSbTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KSbTeI2,Yes,No,KSbTeI2.cif,,KSbTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScSBr2,Yes,No,KScSBr2.cif,,KScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScSCl2,Yes,No,KScSCl2.cif,,KScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScSI2,Yes,No,KScSI2.cif,,KScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScSeBr2,Yes,No,KScSeBr2.cif,,KScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScSeCl2,Yes,No,KScSeCl2.cif,,KScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScSeI2,Yes,No,KScSeI2.cif,,KScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScTeBr2,Yes,No,KScTeBr2.cif,,KScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScTeCl2,Yes,No,KScTeCl2.cif,,KScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KScTeI2,Yes,No,KScTeI2.cif,,KScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYSBr2,Yes,No,KYSBr2.cif,,KYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYSCl2,Yes,No,KYSCl2.cif,,KYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYSI2,Yes,No,KYSI2.cif,,KYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYSeBr2,Yes,No,KYSeBr2.cif,,KYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYSeCl2,Yes,No,KYSeCl2.cif,,KYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYSeI2,Yes,No,KYSeI2.cif,,KYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYTeBr2,Yes,No,KYTeBr2.cif,,KYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYTeCl2,Yes,No,KYTeCl2.cif,,KYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
KYTeI2,Yes,No,KYTeI2.cif,,KYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgSBr2,Yes,No,LaAgSBr2.cif,,AgLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgSCl2,Yes,No,LaAgSCl2.cif,,AgLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgSI2,Yes,No,LaAgSI2.cif,,AgLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgSeBr2,Yes,No,LaAgSeBr2.cif,,AgLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgSeCl2,Yes,No,LaAgSeCl2.cif,,AgLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgSeI2,Yes,No,LaAgSeI2.cif,,AgLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgTeBr2,Yes,No,LaAgTeBr2.cif,,AgLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgTeCl2,Yes,No,LaAgTeCl2.cif,,AgLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAgTeI2,Yes,No,LaAgTeI2.cif,,AgLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaAuSBr2,Yes,No,LaAuSBr2.cif,,AuLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaAuSCl2,Yes,No,LaAuSCl2.cif,,AuLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaAuSI2,Yes,No,LaAuSI2.cif,,AuLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaAuSeBr2,Yes,No,LaAuSeBr2.cif,,AuLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaAuSeCl2,Yes,No,LaAuSeCl2.cif,,AuLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaAuSeI2,Yes,No,LaAuSeI2.cif,,AuLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaCuSBr2,Yes,No,LaCuSBr2.cif,,CuLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuSCl2,Yes,No,LaCuSCl2.cif,,CuLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuSI2,Yes,No,LaCuSI2.cif,,CuLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuSeBr2,Yes,No,LaCuSeBr2.cif,,CuLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuSeCl2,Yes,No,LaCuSeCl2.cif,,CuLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuSeI2,Yes,No,LaCuSeI2.cif,,CuLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuTeBr2,Yes,No,LaCuTeBr2.cif,,CuLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuTeCl2,Yes,No,LaCuTeCl2.cif,,CuLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaCuTeI2,Yes,No,LaCuTeI2.cif,,CuLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LaTeAuBr2,Yes,No,LaTeAuBr2.cif,,AuLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaTeAuCl2,Yes,No,LaTeAuCl2.cif,,AuLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LaTeAuI2,Yes,No,LaTeAuI2.cif,,AuLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed
LiAlSBr2,Yes,No,LiAlSBr2.cif,,LiAlSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlSCl2,Yes,No,LiAlSCl2.cif,,LiAlSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlSI2,Yes,No,LiAlSI2.cif,,LiAlSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlSeBr2,Yes,No,LiAlSeBr2.cif,,LiAlSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlSeCl2,Yes,No,LiAlSeCl2.cif,,LiAlSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlSeI2,Yes,No,LiAlSeI2.cif,,LiAlSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlTeBr2,Yes,No,LiAlTeBr2.cif,,LiAlTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlTeCl2,Yes,No,LiAlTeCl2.cif,,LiAlTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiAlTeI2,Yes,No,LiAlTeI2.cif,,LiAlTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiSBr2,Yes,No,LiBiSBr2.cif,,LiBiSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiSCl2,Yes,No,LiBiSCl2.cif,,LiBiSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiSI2,Yes,No,LiBiSI2.cif,,LiBiSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiSeBr2,Yes,No,LiBiSeBr2.cif,,LiBiSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiSeCl2,Yes,No,LiBiSeCl2.cif,,LiBiSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiSeI2,Yes,No,LiBiSeI2.cif,,LiBiSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiTeBr2,Yes,No,LiBiTeBr2.cif,,LiBiTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiTeCl2,Yes,No,LiBiTeCl2.cif,,LiBiTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiBiTeI2,Yes,No,LiBiTeI2.cif,,LiBiTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaSBr2,Yes,No,LiGaSBr2.cif,,LiGaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaSCl2,Yes,No,LiGaSCl2.cif,,LiGaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaSI2,Yes,No,LiGaSI2.cif,,LiGaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaSeBr2,Yes,No,LiGaSeBr2.cif,,LiGaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaSeCl2,Yes,No,LiGaSeCl2.cif,,LiGaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaSeI2,Yes,No,LiGaSeI2.cif,,LiGaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaTeBr2,Yes,No,LiGaTeBr2.cif,,LiGaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaTeCl2,Yes,No,LiGaTeCl2.cif,,LiGaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiGaTeI2,Yes,No,LiGaTeI2.cif,,LiGaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInSBr2,Yes,No,LiInSBr2.cif,,LiInSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInSCl2,Yes,No,LiInSCl2.cif,,LiInSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInSI2,Yes,No,LiInSI2.cif,,LiInSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInSeBr2,Yes,No,LiInSeBr2.cif,,LiInSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInSeCl2,Yes,No,LiInSeCl2.cif,,LiInSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInSeI2,Yes,No,LiInSeI2.cif,,LiInSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInTeBr2,Yes,No,LiInTeBr2.cif,,LiInTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInTeCl2,Yes,No,LiInTeCl2.cif,,LiInTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiInTeI2,Yes,No,LiInTeI2.cif,,LiInTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaSBr2,Yes,No,LiLaSBr2.cif,,LiLaSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaSCl2,Yes,No,LiLaSCl2.cif,,LiLaSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaSI2,Yes,No,LiLaSI2.cif,,LiLaSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaSeBr2,Yes,No,LiLaSeBr2.cif,,LiLaSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaSeCl2,Yes,No,LiLaSeCl2.cif,,LiLaSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaSeI2,Yes,No,LiLaSeI2.cif,,LiLaSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaTeBr2,Yes,No,LiLaTeBr2.cif,,LiLaTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaTeCl2,Yes,No,LiLaTeCl2.cif,,LiLaTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiLaTeI2,Yes,No,LiLaTeI2.cif,,LiLaTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbSBr2,Yes,No,LiSbSBr2.cif,,LiSbSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbSCl2,Yes,No,LiSbSCl2.cif,,LiSbSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbSI2,Yes,No,LiSbSI2.cif,,LiSbSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbSeBr2,Yes,No,LiSbSeBr2.cif,,LiSbSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbSeCl2,Yes,No,LiSbSeCl2.cif,,LiSbSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbSeI2,Yes,No,LiSbSeI2.cif,,LiSbSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbTeBr2,Yes,No,LiSbTeBr2.cif,,LiSbTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbTeCl2,Yes,No,LiSbTeCl2.cif,,LiSbTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiSbTeI2,Yes,No,LiSbTeI2.cif,,LiSbTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScSBr2,Yes,No,LiScSBr2.cif,,LiScSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScSCl2,Yes,No,LiScSCl2.cif,,LiScSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScSI2,Yes,No,LiScSI2.cif,,LiScSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScSeBr2,Yes,No,LiScSeBr2.cif,,LiScSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScSeCl2,Yes,No,LiScSeCl2.cif,,LiScSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScSeI2,Yes,No,LiScSeI2.cif,,LiScSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScTeBr2,Yes,No,LiScTeBr2.cif,,LiScTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScTeCl2,Yes,No,LiScTeCl2.cif,,LiScTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiScTeI2,Yes,No,LiScTeI2.cif,,LiScTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYSBr2,Yes,No,LiYSBr2.cif,,LiYSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYSCl2,Yes,No,LiYSCl2.cif,,LiYSCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYSI2,Yes,No,LiYSI2.cif,,LiYSI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYSeBr2,Yes,No,LiYSeBr2.cif,,LiYSeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYSeCl2,Yes,No,LiYSeCl2.cif,,LiYSeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYSeI2,Yes,No,LiYSeI2.cif,,LiYSeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYTeBr2,Yes,No,LiYTeBr2.cif,,LiYTeBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYTeCl2,Yes,No,LiYTeCl2.cif,,LiYTeCl2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
LiYTeI2,Yes,No,LiYTeI2.cif,,LiYTeI2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
NaAlSBr2,Yes,No,NaAlSBr2.cif,,NaAlSBr2.vasp,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_final
