formula,reduced_formula,b_site_plus2,c_site_plus3,chalcogen_minus2,halide_minus1,template,charge_check
Sn2RuSe2Br3,Sn2RuSe2Br3,Sn,Ru,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuSe2I3,Sn2RuSe2I3,Sn,Ru,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuTe2F3,Sn2Te2RuF3,Sn,Ru,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuTe2Cl3,Sn2Te2RuCl3,Sn,Ru,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuTe2Br3,Sn2Te2RuBr3,Sn,Ru,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RuTe2I3,Sn2Te2RuI3,Sn,Ru,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhS2F3,Sn2RhS2F3,Sn,Rh,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhS2Cl3,Sn2RhS2Cl3,Sn,Rh,S,Cl,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhS2Br3,Sn2RhS2Br3,Sn,Rh,S,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhS2I3,Sn2RhS2I3,Sn,Rh,S,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhSe2F3,Sn2RhSe2F3,Sn,Rh,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhSe2Cl3,Sn2RhSe2Cl3,Sn,Rh,Se,Cl,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhSe2Br3,Sn2RhSe2Br3,Sn,Rh,Se,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhSe2I3,Sn2RhSe2I3,Sn,Rh,Se,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhTe2F3,Sn2Te2RhF3,Sn,Rh,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhTe2Cl3,Sn2Te2RhCl3,Sn,Rh,Te,Cl,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhTe2Br3,Sn2Te2RhBr3,Sn,Rh,Te,Br,Sn2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Sn2RhTe2I3,Sn2Te2RhI3,Sn,Rh,Te,I,Sn2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlS2F3,AlPd2S2F3,Pd,Al,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlS2Cl3,AlPd2S2Cl3,Pd,Al,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlS2Br3,AlPd2S2Br3,Pd,Al,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlS2I3,AlPd2S2I3,Pd,Al,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlSe2F3,AlPd2Se2F3,Pd,Al,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlSe2Cl3,AlPd2Se2Cl3,Pd,Al,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlSe2Br3,AlPd2Se2Br3,Pd,Al,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlSe2I3,AlPd2Se2I3,Pd,Al,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlTe2F3,AlTe2Pd2F3,Pd,Al,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlTe2Cl3,AlTe2Pd2Cl3,Pd,Al,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlTe2Br3,AlTe2Pd2Br3,Pd,Al,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2AlTe2I3,AlTe2Pd2I3,Pd,Al,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaS2F3,GaPd2S2F3,Pd,Ga,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaS2Cl3,GaPd2S2Cl3,Pd,Ga,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaS2Br3,GaPd2S2Br3,Pd,Ga,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaS2I3,GaPd2S2I3,Pd,Ga,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaSe2F3,GaPd2Se2F3,Pd,Ga,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaSe2Cl3,GaPd2Se2Cl3,Pd,Ga,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaSe2Br3,GaPd2Se2Br3,Pd,Ga,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaSe2I3,GaPd2Se2I3,Pd,Ga,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaTe2F3,GaTe2Pd2F3,Pd,Ga,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaTe2Cl3,GaTe2Pd2Cl3,Pd,Ga,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaTe2Br3,GaTe2Pd2Br3,Pd,Ga,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2GaTe2I3,GaTe2Pd2I3,Pd,Ga,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InS2F3,InPd2S2F3,Pd,In,S,F,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InS2Cl3,InPd2S2Cl3,Pd,In,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InS2Br3,InPd2S2Br3,Pd,In,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InS2I3,InPd2S2I3,Pd,In,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InSe2F3,InPd2Se2F3,Pd,In,Se,F,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InSe2Cl3,InPd2Se2Cl3,Pd,In,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InSe2Br3,InPd2Se2Br3,Pd,In,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InSe2I3,InPd2Se2I3,Pd,In,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InTe2F3,InTe2Pd2F3,Pd,In,Te,F,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InTe2Cl3,InTe2Pd2Cl3,Pd,In,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InTe2Br3,InTe2Pd2Br3,Pd,In,Te,Br,Ge2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2InTe2I3,InTe2Pd2I3,Pd,In,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScS2F3,ScPd2S2F3,Pd,Sc,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScS2Cl3,ScPd2S2Cl3,Pd,Sc,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScS2Br3,ScPd2S2Br3,Pd,Sc,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScS2I3,ScPd2S2I3,Pd,Sc,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScSe2F3,ScPd2Se2F3,Pd,Sc,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScSe2Cl3,ScPd2Se2Cl3,Pd,Sc,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScSe2Br3,ScPd2Se2Br3,Pd,Sc,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScSe2I3,ScPd2Se2I3,Pd,Sc,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScTe2F3,ScTe2Pd2F3,Pd,Sc,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScTe2Cl3,ScTe2Pd2Cl3,Pd,Sc,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScTe2Br3,ScTe2Pd2Br3,Pd,Sc,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2ScTe2I3,ScTe2Pd2I3,Pd,Sc,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YS2F3,YPd2S2F3,Pd,Y,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YS2Cl3,YPd2S2Cl3,Pd,Y,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YS2Br3,YPd2S2Br3,Pd,Y,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YS2I3,YPd2S2I3,Pd,Y,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YSe2F3,YPd2Se2F3,Pd,Y,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YSe2Cl3,YPd2Se2Cl3,Pd,Y,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YSe2Br3,YPd2Se2Br3,Pd,Y,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YSe2I3,YPd2Se2I3,Pd,Y,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YTe2F3,YTe2Pd2F3,Pd,Y,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YTe2Cl3,YTe2Pd2Cl3,Pd,Y,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YTe2Br3,YTe2Pd2Br3,Pd,Y,Te,Br,Ge2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2YTe2I3,YTe2Pd2I3,Pd,Y,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaS2F3,LaPd2S2F3,Pd,La,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaS2Cl3,LaPd2S2Cl3,Pd,La,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaS2Br3,LaPd2S2Br3,Pd,La,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaS2I3,LaPd2S2I3,Pd,La,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaSe2F3,LaPd2Se2F3,Pd,La,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaSe2Cl3,LaPd2Se2Cl3,Pd,La,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaSe2Br3,LaPd2Se2Br3,Pd,La,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaSe2I3,LaPd2Se2I3,Pd,La,Se,I,Ge2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaTe2F3,LaTe2Pd2F3,Pd,La,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaTe2Cl3,LaTe2Pd2Cl3,Pd,La,Te,Cl,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaTe2Br3,LaTe2Pd2Br3,Pd,La,Te,Br,Ge2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LaTe2I3,LaTe2Pd2I3,Pd,La,Te,I,Ge2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuS2F3,LuPd2S2F3,Pd,Lu,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuS2Cl3,LuPd2S2Cl3,Pd,Lu,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuS2Br3,LuPd2S2Br3,Pd,Lu,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuS2I3,LuPd2S2I3,Pd,Lu,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuSe2F3,LuPd2Se2F3,Pd,Lu,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuSe2Cl3,LuPd2Se2Cl3,Pd,Lu,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuSe2Br3,LuPd2Se2Br3,Pd,Lu,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuSe2I3,LuPd2Se2I3,Pd,Lu,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuTe2F3,LuTe2Pd2F3,Pd,Lu,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuTe2Cl3,LuTe2Pd2Cl3,Pd,Lu,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuTe2Br3,LuTe2Pd2Br3,Pd,Lu,Te,Br,Ge2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2LuTe2I3,LuTe2Pd2I3,Pd,Lu,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiS2F3,BiPd2S2F3,Pd,Bi,S,F,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiS2Cl3,BiPd2S2Cl3,Pd,Bi,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiS2Br3,BiPd2S2Br3,Pd,Bi,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiS2I3,BiPd2S2I3,Pd,Bi,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiSe2F3,BiPd2Se2F3,Pd,Bi,Se,F,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiSe2Cl3,BiPd2Se2Cl3,Pd,Bi,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiSe2Br3,BiPd2Se2Br3,Pd,Bi,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiSe2I3,BiPd2Se2I3,Pd,Bi,Se,I,Ge2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiTe2F3,BiTe2Pd2F3,Pd,Bi,Te,F,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiTe2Cl3,BiTe2Pd2Cl3,Pd,Bi,Te,Cl,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiTe2Br3,BiTe2Pd2Br3,Pd,Bi,Te,Br,Ge2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2BiTe2I3,BiTe2Pd2I3,Pd,Bi,Te,I,Ge2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbS2F3,SbPd2S2F3,Pd,Sb,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbS2Cl3,SbPd2S2Cl3,Pd,Sb,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbS2Br3,SbPd2S2Br3,Pd,Sb,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbS2I3,SbPd2S2I3,Pd,Sb,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbSe2F3,SbPd2Se2F3,Pd,Sb,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbSe2Cl3,SbPd2Se2Cl3,Pd,Sb,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbSe2Br3,SbPd2Se2Br3,Pd,Sb,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbSe2I3,SbPd2Se2I3,Pd,Sb,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbTe2F3,SbTe2Pd2F3,Pd,Sb,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbTe2Cl3,SbTe2Pd2Cl3,Pd,Sb,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbTe2Br3,SbTe2Pd2Br3,Pd,Sb,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2SbTe2I3,SbTe2Pd2I3,Pd,Sb,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiS2F3,TiPd2S2F3,Pd,Ti,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiS2Cl3,TiPd2S2Cl3,Pd,Ti,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiS2Br3,TiPd2S2Br3,Pd,Ti,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiS2I3,TiPd2S2I3,Pd,Ti,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiSe2F3,TiPd2Se2F3,Pd,Ti,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiSe2Cl3,TiPd2Se2Cl3,Pd,Ti,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiSe2Br3,TiPd2Se2Br3,Pd,Ti,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiSe2I3,TiPd2Se2I3,Pd,Ti,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiTe2F3,TiTe2Pd2F3,Pd,Ti,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiTe2Cl3,TiTe2Pd2Cl3,Pd,Ti,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiTe2Br3,TiTe2Pd2Br3,Pd,Ti,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2TiTe2I3,TiTe2Pd2I3,Pd,Ti,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VS2F3,VPd2S2F3,Pd,V,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VS2Cl3,VPd2S2Cl3,Pd,V,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VS2Br3,VPd2S2Br3,Pd,V,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VS2I3,VPd2S2I3,Pd,V,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VSe2F3,VPd2Se2F3,Pd,V,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VSe2Cl3,VPd2Se2Cl3,Pd,V,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VSe2Br3,VPd2Se2Br3,Pd,V,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VSe2I3,VPd2Se2I3,Pd,V,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VTe2F3,VTe2Pd2F3,Pd,V,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VTe2Cl3,VTe2Pd2Cl3,Pd,V,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VTe2Br3,VTe2Pd2Br3,Pd,V,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2VTe2I3,VTe2Pd2I3,Pd,V,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbS2F3,NbPd2S2F3,Pd,Nb,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbS2Cl3,NbPd2S2Cl3,Pd,Nb,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbS2Br3,NbPd2S2Br3,Pd,Nb,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbS2I3,NbPd2S2I3,Pd,Nb,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbSe2F3,NbPd2Se2F3,Pd,Nb,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbSe2Cl3,NbPd2Se2Cl3,Pd,Nb,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbSe2Br3,NbPd2Se2Br3,Pd,Nb,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbSe2I3,NbPd2Se2I3,Pd,Nb,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbTe2F3,NbTe2Pd2F3,Pd,Nb,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbTe2Cl3,NbTe2Pd2Cl3,Pd,Nb,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbTe2Br3,NbTe2Pd2Br3,Pd,Nb,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Pd2NbTe2I3,NbTe2Pd2I3,Pd,Nb,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
