file,formula,group,pattern,n_metals_or_non_chx,has_O,has_N,extra_elements,elements
mp-23020.cif,BiSeI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Bi I Se
mp-23036.cif,K2SeBr6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br K Se
mp-23041.cif,SbSI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I S Sb
mp-23051.cif,NbSeI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I Nb Se
mp-23066.cif,Pb5(SI3)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Pb,I Pb S
mp-23086.cif,ErSeClO3,oxy_chalcohalide,,2,True,False,Er O,Cl Er O Se
mp-23090.cif,La3Si2S8I,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Si,I La S Si
mp-23096.cif,LuSeClO3,oxy_chalcohalide,,2,True,False,O,Cl Lu O Se
mp-23112.cif,AsS3(ClF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Cl F S
mp-23119.cif,Cu5Se2(ClO4)2,oxy_chalcohalide,,2,True,False,O,Cl Cu O Se
mp-23140.cif,AgHgSI,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Ag Hg I S
mp-23144.cif,TlRe3(Se2Cl)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Re Tl,Cl Re Se Tl
mp-23146.cif,TlZnSClO4,oxy_chalcohalide,,3,True,False,O Tl,Cl O S Tl Zn
mp-23318.cif,BiSCl,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Bi Cl S
mp-23324.cif,BiSBr,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Bi Br S
mp-23376.cif,GaSeBr7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Ga Se
mp-23383.cif,Rb2TeBr6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Rb Te
mp-23386.cif,Sn2SI2,pure_ABC_Ch_X_other_charge_balanced_or_complex,B2_Ch1_X2,1,False,False,,I S Sn
mp-23405.cif,Cs2TeBr6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Cs Te
mp-23410.cif,Nb3Se12I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Nb Se
mp-23411.cif,K2TeBr6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br K Te
mp-23418.cif,Hg3(SCl)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Cl Hg S
mp-23435.cif,Bi2TeI,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Bi I Te
mp-23465.cif,Cs2TeCl6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Cs Te
mp-23488.cif,Tl5Se2I,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,I Se Tl
mp-23498.cif,NbSeBr3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Nb Se
mp-23505.cif,K2TeBr6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br K Te
mp-23514.cif,BiSI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Bi I S
mp-2355707.cif,NbSeI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I Nb Se
mp-23567.cif,CuHgSCl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Cl Cu Hg S
mp-23569.cif,AsSe6IF6,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F I Se
mp-23575.cif,AsSe3(ClF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Cl F Se
mp-23586.cif,Hg6S4Br3Cl,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Br Cl Hg S
mp-23587.cif,HoSeClO3,oxy_chalcohalide,,2,True,False,Ho O,Cl Ho O Se
mp-23635.cif,TlRe6Se8Cl3,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Re Tl,Cl Re Se Tl
mp-23645.cif,KBiS(ClO2)2,oxy_chalcohalide,,3,True,False,O,Bi Cl K O S
mp-23652.cif,Hg6S4IBr2Cl,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Br Cl Hg I S
mp-23657.cif,Na6S2ClO8F,oxy_chalcohalide,,2,True,False,O,Cl F Na O S
mp-2422143.cif,Pd(Se3Br)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Pd Se
mp-2422943.cif,WSCl4,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S W
mp-2458827.cif,TePdI2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Pd Te
mp-2646919.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-2646926.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-2646928.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-2646936.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-2646986.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-2647049.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-2647159.cif,CsSbSI2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Cs I S Sb
mp-27123.cif,ErSeF,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Er,Er F Se
mp-27180.cif,NdSBr,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Nd,Br Nd S
mp-27199.cif,AuSeBr,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Br Se
mp-27246.cif,LuSBr,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Br Lu S
mp-27312.cif,Nb2SeF14,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Nb Se
mp-27313.cif,NbSeF9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Nb Se
mp-27361.cif,Nb(SeCl)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Nb Se
mp-27362.cif,Nb(SCl)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Nb S
mp-27379.cif,TeAsF5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F Te
mp-27449.cif,GaTeCl,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Cl Ga Te
mp-27473.cif,Sb2TeF14,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Sb Te
mp-27475.cif,WSCl4,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S W
mp-2748369.cif,Ta2Se8I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Se Ta
mp-27490.cif,Te2AuCl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Cl Te
mp-27527.cif,Te2AuI,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au I Te
mp-27578.cif,As(S2F3)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F S
mp-27616.cif,ErSCl,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Er,Cl Er S
mp-27617.cif,Ce2SeF4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Ce,Ce F Se
mp-2762805.cif,NbSI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I Nb S
mp-2767093.cif,Te3MoCl16,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Mo Te
mp-27688.cif,K2TeI6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I K Te
mp-27717.cif,As2S2F3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F S
mp-27741.cif,TeAuI,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au I Te
mp-27829.cif,Rb2SeCl6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Rb Se
mp-27830.cif,Cs2SeCl6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Cs Se
mp-27833.cif,Tl2TeCl6,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,Cl Te Tl
mp-27851.cif,Hg3(SeCl)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Cl Hg Se
mp-27852.cif,Hg3(TeCl)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Cl Hg Te
mp-27853.cif,Hg3(TeBr)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Br Hg Te
mp-27866.cif,MoS2Cl3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Mo S
mp-27928.cif,Ge2S3I2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Ge I S
mp-27938.cif,Tl6SI4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,I S Tl
mp-28037.cif,Mo2SBr2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Mo S
mp-28038.cif,NbTeBr3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Nb Te
mp-28051.cif,SbTeI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I Sb Te
mp-28064.cif,SbS8Cl3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S Sb
mp-28070.cif,Rb2TeI6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Rb Te
mp-28103.cif,USCl9,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,U,Cl S U
mp-28113.cif,WSF4,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F S W
mp-28174.cif,Pd(SCl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pd S
mp-28175.cif,Pd(SeCl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pd Se
mp-28176.cif,Te2PdCl10,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pd Te
mp-28189.cif,FeSeCl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Fe Se
mp-28192.cif,AuSCl5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Cl S
mp-28211.cif,IrS3Cl11,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Ir,Cl Ir S
mp-28242.cif,Tl6SCl4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,Cl S Tl
mp-28291.cif,Ge(SF6)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Ge S
mp-28297.cif,Nd3S2Br5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Nd,Br Nd S
mp-28330.cif,TeAuCl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Cl Te
mp-28372.cif,AuSeCl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Cl Se
mp-28458.cif,ErSeI,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Er,Er I Se
mp-28464.cif,Re3(TeI)7,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Re,I Re Te
mp-28470.cif,Ta7(Te12I5)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Ta Te
mp-28517.cif,Tl6SeI4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,I Se Tl
mp-28518.cif,Tl6SBr4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,Br S Tl
mp-28555.cif,RbSF5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Rb S
mp-28575.cif,W(S4Cl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S W
mp-28579.cif,Hg3(TeI)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Hg I Te
mp-28608.cif,Ga3Te3I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Ga I Te
mp-28633.cif,Re(TeCl6)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Re,Cl Re Te
mp-28671.cif,ZrTe2Br5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Te Zr
mp-28672.cif,Zr2TeBr12,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Te Zr
mp-28684.cif,Sb7Se8F35,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Sb Se
mp-28691.cif,TaTe4I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Ta Te
mp-28693.cif,Al3Te3I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Al I Te
mp-28721.cif,Pt(SCl4)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pt S
mp-28722.cif,Pt(SCl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pt S
mp-28741.cif,CuSe3Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Cu Se
mp-28745.cif,Nb2Te6I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Nb Te
mp-28772.cif,SbSCl9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S Sb
mp-28798.cif,Nb4Te12I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Nb Te
mp-28865.cif,Os(SCl6)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Os,Cl Os S
mp-28866.cif,Te2OsCl12,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Os,Cl Os Te
mp-28920.cif,Tl5Se2Cl,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,Cl Se Tl
mp-28921.cif,Tl5Se2Br,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,Br Se Tl
mp-28928.cif,DySBr,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Dy,Br Dy S
mp-28929.cif,DySI,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Dy,Dy I S
mp-28938.cif,Nb3TeCl7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,Cl Nb Te
mp-28944.cif,BiTeCl,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Bi Cl Te
mp-28985.cif,SbSeCl9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Sb Se
mp-29051.cif,WS9Cl4,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S W
mp-29057.cif,Nb3SBr7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,Br Nb S
mp-29074.cif,Te7As2F12,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F Te
mp-29096.cif,Hg3(SBr)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Br Hg S
mp-29097.cif,Hg3TeBr4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Br Hg Te
mp-29102.cif,Hg3TeCl4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Cl Hg Te
mp-29114.cif,Re3Te4Cl5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Re,Cl Re Te
mp-29116.cif,Ta3SeI7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,I Se Ta
mp-29117.cif,Ta3TeI7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,I Ta Te
mp-2912506.cif,K3SI,selected_13_pure_ABC_Ch_X,A3_Ch1_X1,1,False,False,,I K S
mp-29127.cif,Bi(TeBr2)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Bi Br Te
mp-29144.cif,KTe2F9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F K Te
mp-29177.cif,BaTe2F10,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Ba F Te
mp-29178.cif,TePbF6,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Pb,F Pb Te
mp-29190.cif,Te4MoBr,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Mo Te
mp-29231.cif,Mo3S3Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Mo S
mp-29234.cif,InTeI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I In Te
mp-29236.cif,InTeBr,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Br In Te
mp-2932665.cif,Cu2Hg2SF6,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Cu F Hg S
mp-29355.cif,NaTeF5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Na Te
mp-29407.cif,AlTeI7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Al I Te
mp-29408.cif,AlSeBr7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Al Br Se
mp-29419.cif,Hf(Te2Cl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Hf Te
mp-29420.cif,Hf(Se2Cl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Hf Se
mp-29427.cif,Ta(TeBr3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Ta Te
mp-29428.cif,Ta(TeCl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Ta Te
mp-29450.cif,CuSe3I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cu I Se
mp-29469.cif,Pd(Se3Cl)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pd Se
mp-29496.cif,Pd(SeBr3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Pd Se
mp-29499.cif,Re3Te8Cl3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Re,Cl Re Te
mp-29541.cif,GaTeI7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Ga I Te
mp-29567.cif,CuSe2Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Cu Se
mp-29568.cif,RuS3Cl8,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Ru S
mp-29573.cif,Sb4S5Cl2,pure_ABC_Ch_X_other_charge_balanced_or_complex,C4_Ch5_X2,1,False,False,,Cl S Sb
mp-29589.cif,Ta3(Se4Br3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Se Ta
mp-29599.cif,Re3(SBr)7,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Re,Br Re S
mp-29689.cif,Nb3TeI7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,I Nb Te
mp-29708.cif,Hf(Te4Cl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Hf Te
mp-29713.cif,NbTeCl9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Nb Te
mp-29715.cif,TeWBr9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Te W
mp-29716.cif,TaTeBr9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Ta Te
mp-29748.cif,TePdI,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Pd Te
mp-29843.cif,Bi2Se2Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Bi Cl Se
mp-29857.cif,Bi3Se4Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,C3_Ch4_X1,1,False,False,,Bi Br Se
mp-29880.cif,Sm2SCl4,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Sm,Cl S Sm
mp-29903.cif,TlTeF5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,F Te Tl
mp-29955.cif,Hg3(SeI)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Hg I Se
mp-29956.cif,Hg3(SI)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Hg I S
mp-29968.cif,NbSeCl9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Nb Se
mp-29991.cif,Bi2Te4Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Bi Cl Te
mp-30096.cif,Be2Te7Cl6,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Be,Be Cl Te
mp-30097.cif,Bi2Te7Cl8,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Bi Cl Te
mp-30099.cif,PdSCl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Pd S
mp-30113.cif,Zr(Se2Cl3)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Se Zr
mp-30157.cif,Dy3S2Cl5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Dy,Cl Dy S
mp-30531.cif,Ta2Se8I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Se Ta
mp-30934.cif,As(S8I)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As I S
mp-30971.cif,CuTe2Cl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Cu Te
mp-31015.cif,Ta3SBr7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,Br S Ta
mp-31036.cif,CuTe2Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Cu Te
mp-31037.cif,CuTe2I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cu I Te
mp-31038.cif,CuSe2Cl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Cu Se
mp-31075.cif,Hg3(SeBr)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Br Hg Se
mp-31076.cif,Tl2TeBr6,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,Br Te Tl
mp-31077.cif,Tl2TeI6,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Tl,I Te Tl
mp-31263.cif,In5S5Cl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl In S
mp-31304.cif,Zr(TeCl)6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Te Zr
mp-31305.cif,Hf(TeCl)6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Hf Te
mp-33723.cif,BiTeBr,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Bi Br Te
mp-3632.cif,YSF,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,F S Y
mp-36600.cif,Ag3SBr,selected_13_pure_ABC_Ch_X,A3_Ch1_X1,1,False,False,,Ag Br S
mp-3799.cif,GdSF,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Gd,F Gd S
mp-3931.cif,SmSF,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Sm,F S Sm
mp-3992.cif,PrSF,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Pr,F Pr S
mp-41092.cif,AsSClOF8,oxy_chalcohalide,,2,True,False,As O,As Cl F O S
mp-42091.cif,K3Sn2S3ClO12,oxy_chalcohalide,,3,True,False,O,Cl K O S Sn
mp-42163.cif,Ca10Si3S3(ClO12)2,oxy_chalcohalide,,3,True,False,O Si,Ca Cl O S Si
mp-4648.cif,KTeF5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F K Te
mp-4973.cif,CeSF,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Ce,Ce F S
mp-504630.cif,InTeCl,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Cl In Te
mp-504937.cif,SbSe9Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Sb Se
mp-505088.cif,NbTe4I,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Nb Te
mp-505104.cif,Cu3BiSe2ClO8,oxy_chalcohalide,,3,True,False,O,Bi Cl Cu O Se
mp-505260.cif,Te10Mo3I10,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Mo Te
mp-505281.cif,CsSbS6(O3F)6,oxy_chalcohalide,,3,True,False,O,Cs F O S Sb
mp-505357.cif,InSeI,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,I In Se
mp-505373.cif,AsSeI,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As I Se
mp-505564.cif,Bi2Se4Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Bi Cl Se
mp-510346.cif,In5Se5Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br In Se
mp-510347.cif,In5S5Br,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br In S
mp-510727.cif,InTeO3F,oxy_chalcohalide,,2,True,False,O,F In O Te
mp-532575.cif,Na13Ca7S12(O16F)3,oxy_chalcohalide,,3,True,False,O,Ca F Na O S
mp-532767.cif,K6LiFe24S26Cl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,3,False,False,,Cl Fe K Li S
mp-5394.cif,LaSF,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,F La S
mp-540615.cif,Nb3Se5Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Nb Se
mp-540628.cif,Al(TeCl2)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Al Cl Te
mp-540629.cif,Al2Te2Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Al Cl Te
mp-540644.cif,Sn4SI6,selected_13_pure_ABC_Ch_X,B4_Ch1_X6,1,False,False,,I S Sn
mp-540656.cif,Sb(S8I)3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I S Sb
mp-540792.cif,Ge2S3Br2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Ge S
mp-540924.cif,NbTeI3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Nb Te
mp-540957.cif,Cs2TeI6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cs I Te
mp-540984.cif,Te6Mo(OF5)6,oxy_chalcohalide,,2,True,False,O,F Mo O Te
mp-540997.cif,FeTeCl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Fe Te
mp-540998.cif,FeTeBr7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Fe Te
mp-541032.cif,Te7As5I,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As I Te
mp-541073.cif,SmSI,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Sm,I S Sm
