file,formula,group,pattern,n_metals_or_non_chx,has_O,has_N,extra_elements,elements
mp-541093.cif,Nb2Hg3S(O2F5)2,oxy_chalcohalide,,3,True,False,Hg O,F Hg Nb O S
mp-541094.cif,Ta2Hg3S(O2F5)2,oxy_chalcohalide,,3,True,False,Hg O,F Hg O S Ta
mp-541134.cif,TeAuBr8,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Br Te
mp-541158.cif,Nb3SI7,selected_13_pure_ABC_Ch_X,C3_Ch1_X7,1,False,False,,I Nb S
mp-541204.cif,As2S3(NF6)2,nitride_chalcohalide,,2,False,True,As N,As F N S
mp-541335.cif,As2Se2S(NF6)2,nitride_chalcohalide,,2,False,True,As N,As F N S Se
mp-541401.cif,As2Se3(NF6)2,nitride_chalcohalide,,2,False,True,As N,As F N Se
mp-541510.cif,W2Se17Cl12,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Se W
mp-541628.cif,CsTeF5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cs F Te
mp-541667.cif,Nb(SeBr)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Nb Se
mp-541750.cif,CsS2N(O2F)2,oxy_nitride_chalcohalide,,3,True,True,N O,Cs F N O S
mp-541756.cif,Te2MoCl12,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Mo Te
mp-541758.cif,Ta2Se17Br12,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br Se Ta
mp-541817.cif,NbSeI3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I Nb Se
mp-541868.cif,Te3MoCl16,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Mo Te
mp-541877.cif,TaTeCl9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Ta Te
mp-542064.cif,MnAs2S2(OF3)4,oxy_chalcohalide,,3,True,False,As O,As F Mn O S
mp-542131.cif,UTe4Br5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,U,Br Te U
mp-542133.cif,Ce3Si2S8Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Ce Si,Ce Cl S Si
mp-542180.cif,Th(TeI)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Th,I Te Th
mp-542426.cif,CuHgSI,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Cu Hg I S
mp-542474.cif,Hg3S2ICl,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Hg,Cl Hg I S
mp-542662.cif,Ga2Te2Cl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Ga Te
mp-542807.cif,Cu2Te2Br2O5,oxy_chalcohalide,,2,True,False,O,Br Cu O Te
mp-543029.cif,La2TeI2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I La Te
mp-545344.cif,NdTe2ClO5,oxy_chalcohalide,,2,True,False,Nd O,Cl Nd O Te
mp-547029.cif,Na3SO4F,oxy_chalcohalide,,2,True,False,O,F Na O S
mp-549058.cif,Ba2Fe2Se2OF2,oxy_chalcohalide,,3,True,False,O,Ba F Fe O Se
mp-549237.cif,Sr2Fe2S2OF2,oxy_chalcohalide,,3,True,False,O,F Fe O S Sr
mp-550437.cif,GdTe2ClO5,oxy_chalcohalide,,2,True,False,Gd O,Cl Gd O Te
mp-550564.cif,Co2TeCl2O3,oxy_chalcohalide,,2,True,False,O,Cl Co O Te
mp-550944.cif,Sr2Fe2Se2OF2,oxy_chalcohalide,,3,True,False,O,F Fe O Se Sr
mp-551403.cif,Ba2Fe2S2OF2,oxy_chalcohalide,,3,True,False,O,Ba F Fe O S
mp-553914.cif,KCdCu7Se2Cl9O8,oxy_chalcohalide,,4,True,False,Cd O,Cd Cl Cu K O Se
mp-553947.cif,Sr2NiSe2(ClO3)2,oxy_chalcohalide,,3,True,False,O,Cl Ni O Se Sr
mp-553977.cif,K4NpS2ClO10,oxy_chalcohalide,,3,True,False,Np O,Cl K Np O S
mp-554007.cif,FeTe2BrO5,oxy_chalcohalide,,2,True,False,O,Br Fe O Te
mp-554061.cif,MnSbS2Br,selected_13_pure_ABC_Ch_X,B1C1_Ch2_X1,2,False,False,,Br Mn S Sb
mp-554063.cif,SmSeClO3,oxy_chalcohalide,,2,True,False,O Sm,Cl O Se Sm
mp-554079.cif,FeS3N2Cl5,nitride_chalcohalide,,2,False,True,N,Cl Fe N S
mp-554096.cif,SnHg2(SBr)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Br Hg S Sn
mp-554135.cif,Te2MoCl4O,oxy_chalcohalide,,2,True,False,O,Cl Mo O Te
mp-554153.cif,SbS4N4Cl5,nitride_chalcohalide,,2,False,True,N,Cl N S Sb
mp-554163.cif,Cu5Se2(ClO4)2,oxy_chalcohalide,,2,True,False,O,Cl Cu O Se
mp-554183.cif,ZrHg3(SCl3)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Cl Hg S Zr
mp-554195.cif,Sb3As2S14(IF8)3,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As,As F I S Sb
mp-554217.cif,HfMo2Se8(Cl7O)2,oxy_chalcohalide,,3,True,False,O,Cl Hf Mo O Se
mp-554238.cif,CuBiSCl2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Bi Cl Cu S
mp-554265.cif,ZrSCl6O,oxy_chalcohalide,,2,True,False,O,Cl O S Zr
mp-554279.cif,Tl3Hg2S3ClO12,oxy_chalcohalide,,3,True,False,Hg O Tl,Cl Hg O S Tl
mp-554285.cif,Na15S5Cl(O5F)4,oxy_chalcohalide,,2,True,False,O,Cl F Na O S
mp-554289.cif,AsS3(NF3)2,nitride_chalcohalide,,2,False,True,As N,As F N S
mp-554294.cif,Na7SnS3(O4F)3,oxy_chalcohalide,,3,True,False,O,F Na O S Sn
mp-554353.cif,TiS4(NCl)5,nitride_chalcohalide,,2,False,True,N,Cl N S Ti
mp-554370.cif,TiSCl6O,oxy_chalcohalide,,2,True,False,O,Cl O S Ti
mp-554401.cif,BaCu2Te2(ClO3)2,oxy_chalcohalide,,3,True,False,O,Ba Cl Cu O Te
mp-554413.cif,V2Te2O7F2,oxy_chalcohalide,,2,True,False,O,F O Te V
mp-554419.cif,GdCuSe2ClO6,oxy_chalcohalide,,3,True,False,Gd O,Cl Cu Gd O Se
mp-554459.cif,Pr6S4BrN3,nitride_chalcohalide,,2,False,True,N Pr,Br N Pr S
mp-554511.cif,Cu7P12S9Cl7,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,P,Cl Cu P S
mp-554532.cif,K2TeClF5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl F K Te
mp-554599.cif,SnS2(O3F)2,oxy_chalcohalide,,2,True,False,O,F O S Sn
mp-554625.cif,SbS2NCl8,nitride_chalcohalide,,2,False,True,N,Cl N S Sb
mp-554627.cif,Cu6PS5Br,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,P,Br Cu P S
mp-554643.cif,K2SbSO4F3,oxy_chalcohalide,,3,True,False,O,F K O S Sb
mp-554706.cif,AsSe(ClF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Cl F Se
mp-554724.cif,CuP4S3I,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,P,Cu I P S
mp-554732.cif,RbSbS(O2F)2,oxy_chalcohalide,,3,True,False,O,F O Rb S Sb
mp-554735.cif,HgAs4(S2I)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As Hg,As Hg I S
mp-554769.cif,MoSBr,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,Br Mo S
mp-554788.cif,AsSXeNF10,nitride_chalcohalide,,3,False,True,As N Xe,As F N S Xe
mp-554805.cif,Sr3Se3(ClO4)2,oxy_chalcohalide,,2,True,False,O,Cl O Se Sr
mp-554818.cif,KTe3O6F,oxy_chalcohalide,,2,True,False,O,F K O Te
mp-554879.cif,CuHgSBr,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Br Cu Hg S
mp-554882.cif,DyCuTe2ClO6,oxy_chalcohalide,,3,True,False,Dy O,Cl Cu Dy O Te
mp-554903.cif,TbSeClO3,oxy_chalcohalide,,2,True,False,O Tb,Cl O Se Tb
mp-554942.cif,SbTe(IF2)3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F I Sb Te
mp-554952.cif,Te2Pb3(ClO3)2,oxy_chalcohalide,,2,True,False,O Pb,Cl O Pb Te
mp-555002.cif,LiEr2S2O8F3,oxy_chalcohalide,,3,True,False,Er O,Er F Li O S
mp-555012.cif,La6S4N3Cl,nitride_chalcohalide,,2,False,True,N,Cl La N S
mp-555022.cif,LuSeO3F,oxy_chalcohalide,,2,True,False,O,F Lu O Se
mp-555028.cif,AgSbTe6S16(OF5)6,oxy_chalcohalide,,3,True,False,O,Ag F O S Sb Te
mp-555034.cif,TeAs(IF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F I Te
mp-555056.cif,SbS2NCl6,nitride_chalcohalide,,2,False,True,N,Cl N S Sb
mp-555074.cif,Hg3AsS4Br,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As Hg,As Br Hg S
mp-555088.cif,Nd4(SBr2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Nd,Br Nd S
mp-555090.cif,LiBS4(ClO3)4,oxy_chalcohalide,,3,True,False,B O,B Cl Li O S
mp-555092.cif,K3WS3ClO,oxy_chalcohalide,,3,True,False,O,Cl K O S W
mp-555121.cif,MgAs2S2(OF3)4,oxy_chalcohalide,,3,True,False,As O,As F Mg O S
mp-555160.cif,CsYSeCl2O3,oxy_chalcohalide,,3,True,False,O,Cl Cs O Se Y
mp-555161.cif,Ni5Te4(ClO6)2,oxy_chalcohalide,,2,True,False,O,Cl Ni O Te
mp-555194.cif,SiHg3(SF3)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg Si,F Hg S Si
mp-555217.cif,Dy3Se4O12F,oxy_chalcohalide,,2,True,False,Dy O,Dy F O Se
mp-555237.cif,PrSClO4,oxy_chalcohalide,,2,True,False,O Pr,Cl O Pr S
mp-555255.cif,SbSNF5,nitride_chalcohalide,,2,False,True,N,F N S Sb
mp-555267.cif,CuHgSBr,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Br Cu Hg S
mp-555275.cif,NbTe7Br5O,oxy_chalcohalide,,2,True,False,O,Br Nb O Te
mp-555282.cif,Ga2S5N5Cl7,nitride_chalcohalide,,2,False,True,N,Cl Ga N S
mp-555288.cif,SbS(BrF2)3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Br F S Sb
mp-555343.cif,Ni5Se4(BrO6)2,oxy_chalcohalide,,2,True,False,O,Br Ni O Se
mp-555408.cif,SbS7IF6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F I S Sb
mp-555409.cif,Ce3Si2S8I,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Ce Si,Ce I S Si
mp-555442.cif,Ni7Te6(ClO9)2,oxy_chalcohalide,,2,True,False,O,Cl Ni O Te
mp-555458.cif,Ba4Fe2S4I5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,2,False,False,,Ba Fe I S
mp-555484.cif,VS2Br2N3,nitride_chalcohalide,,2,False,True,N,Br N S V
mp-555493.cif,Re2S2NCl11,nitride_chalcohalide,,2,False,True,N Re,Cl N Re S
mp-555517.cif,ErCu3Se2ClO8,oxy_chalcohalide,,3,True,False,Er O,Cl Cu Er O Se
mp-555527.cif,Sm3Si2S8Br,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Si Sm,Br S Si Sm
mp-555595.cif,KCu3S2ClO9,oxy_chalcohalide,,3,True,False,O,Cl Cu K O S
mp-555629.cif,SbTe(ClF2)3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl F Sb Te
mp-555641.cif,Nb2Te4Cl10O,oxy_chalcohalide,,2,True,False,O,Cl Nb O Te
mp-555645.cif,CuHgSBr,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Br Cu Hg S
mp-555650.cif,NdSeClO3,oxy_chalcohalide,,2,True,False,Nd O,Cl Nd O Se
mp-555688.cif,WS2(NCl)3,nitride_chalcohalide,,2,False,True,N,Cl N S W
mp-555805.cif,AlSCl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Al Cl S
mp-555814.cif,Sr2Cu2Te(BrO3)2,oxy_chalcohalide,,3,True,False,O,Br Cu O Sr Te
mp-555833.cif,Hg3As8(S4Br3)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As Hg,As Br Hg S
mp-555844.cif,MnSbS2Cl,selected_13_pure_ABC_Ch_X,B1C1_Ch2_X1,2,False,False,,Cl Mn S Sb
mp-555850.cif,LuSF,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,F Lu S
mp-555884.cif,ErCuTe2ClO6,oxy_chalcohalide,,3,True,False,Er O,Cl Cu Er O Te
mp-555900.cif,Nb2Tl5S4Cl9,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Tl,Cl Nb S Tl
mp-555909.cif,Tb5Se2Cl3O10,oxy_chalcohalide,,2,True,False,O Tb,Cl O Se Tb
mp-555942.cif,Er3SiSe2O10F,oxy_chalcohalide,,3,True,False,Er O Si,Er F O Se Si
mp-555955.cif,LaSeO3F,oxy_chalcohalide,,2,True,False,O,F La O Se
mp-555967.cif,TaP4S4Cl5,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,P,Cl P S Ta
mp-556023.cif,Nd3S2Cl5,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Nd,Cl Nd S
mp-556040.cif,CaS2(ClO3)2,oxy_chalcohalide,,2,True,False,O,Ca Cl O S
mp-556060.cif,NdTeBrO3,oxy_chalcohalide,,2,True,False,Nd O,Br Nd O Te
mp-556087.cif,Pr6S4N3Cl,nitride_chalcohalide,,2,False,True,N Pr,Cl N Pr S
mp-556094.cif,AgBiSCl2,selected_13_pure_ABC_Ch_X,A1C1_Ch1_X2,2,False,False,,Ag Bi Cl S
mp-556111.cif,YSeF,selected_13_pure_ABC_Ch_X,C1_Ch1_X1,1,False,False,,F Se Y
mp-556135.cif,GdSI,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Gd,Gd I S
mp-556154.cif,AsSeS3N5F6,nitride_chalcohalide,,2,False,True,As N,As F N S Se
mp-556169.cif,YSeO3F,oxy_chalcohalide,,2,True,False,O,F O Se Y
mp-556179.cif,Pr3Si2S8Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Pr Si,Cl Pr S Si
mp-556194.cif,SrSbSe2F,selected_13_pure_ABC_Ch_X,B1C1_Ch2_X1,2,False,False,,F Sb Se Sr
mp-556239.cif,Cs5Nb2S4Br9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,2,False,False,,Br Cs Nb S
mp-556246.cif,La3Si2S8Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Si,Cl La S Si
mp-556278.cif,Bi6As9Se4S10(O4F13)5,oxy_chalcohalide,,3,True,False,As O,As Bi F O S Se
mp-556297.cif,FeS3(NCl2)2,nitride_chalcohalide,,2,False,True,N,Cl Fe N S
mp-556310.cif,LiAlS3(Cl2O3)2,oxy_chalcohalide,,3,True,False,O,Al Cl Li O S
mp-556325.cif,TeAs(ClF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Cl F Te
mp-556341.cif,Ti4S8Br6O,oxy_chalcohalide,,2,True,False,O,Br O S Ti
mp-556362.cif,BiSeClO3,oxy_chalcohalide,,2,True,False,O,Bi Cl O Se
mp-556378.cif,BiSeClO3,oxy_chalcohalide,,2,True,False,O,Bi Cl O Se
mp-556406.cif,AsS2NF10,nitride_chalcohalide,,2,False,True,As N,As F N S
mp-556414.cif,CsTmSeCl2O3,oxy_chalcohalide,,3,True,False,O Tm,Cl Cs O Se Tm
mp-556418.cif,AlSCl3O2,oxy_chalcohalide,,2,True,False,O,Al Cl O S
mp-556515.cif,AsSOF9,oxy_chalcohalide,,2,True,False,As O,As F O S
mp-556541.cif,InSb2S4Cl,selected_13_pure_ABC_Ch_X,C1C2_Ch4_X1,2,False,False,,Cl In S Sb
mp-556551.cif,GdSeClO3,oxy_chalcohalide,,2,True,False,Gd O,Cl Gd O Se
mp-556570.cif,Ag4Se(IO2)2,oxy_chalcohalide,,2,True,False,O,Ag I O Se
mp-556587.cif,AuSCl7,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Au Cl S
mp-556693.cif,Te3W2Se4(Cl4O)2,oxy_chalcohalide,,2,True,False,O,Cl O Se Te W
mp-556705.cif,AsS(ClF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Cl F S
mp-556726.cif,Re2SCl12,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,Re,Cl Re S
mp-556728.cif,TaP2S2Cl5,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,P,Cl P S Ta
mp-556763.cif,AsSe3(NF3)2,nitride_chalcohalide,,2,False,True,As N,As F N Se
mp-556778.cif,BaTeF6,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Ba F Te
mp-556785.cif,RbTeF5,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Rb Te
mp-556831.cif,AlSeS2N2Cl5,nitride_chalcohalide,,2,False,True,N,Al Cl N S Se
mp-556837.cif,AgAs(S8F3)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As,Ag As F S
mp-556866.cif,Ag2HgSI2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Ag Hg I S
mp-556868.cif,SrCu2Te2(ClO3)2,oxy_chalcohalide,,3,True,False,O,Cl Cu O Sr Te
mp-556910.cif,Sm3SiS6Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Si Sm,Cl S Si Sm
mp-556926.cif,CuAs2S4(O2F3)4,oxy_chalcohalide,,3,True,False,As O,As Cu F O S
mp-556938.cif,Pr30Ti24Se58I8O25,oxy_chalcohalide,,3,True,False,O Pr,I O Pr Se Ti
mp-556999.cif,ErSeO3F,oxy_chalcohalide,,2,True,False,Er O,Er F O Se
mp-557001.cif,RbSO4F,oxy_chalcohalide,,2,True,False,O,F O Rb S
mp-557006.cif,Na2SbSO4F3,oxy_chalcohalide,,3,True,False,O,F Na O S Sb
mp-557010.cif,CdAs2S18N12(OF2)6,oxy_nitride_chalcohalide,,4,True,True,As Cd N O,As Cd F N O S
mp-557016.cif,TaP4S6Cl5,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,P,Cl P S Ta
mp-557019.cif,RbErSeCl2O3,oxy_chalcohalide,,3,True,False,Er O,Cl Er O Rb Se
mp-557029.cif,PtS4N3Cl,nitride_chalcohalide,,2,False,True,N,Cl N Pt S
mp-557035.cif,K3SO4F,oxy_chalcohalide,,2,True,False,O,F K O S
mp-557049.cif,CdSbS2Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Cd,Cd Cl S Sb
mp-557085.cif,FeS4N4Cl3,nitride_chalcohalide,,2,False,True,N,Cl Fe N S
mp-557101.cif,Sn(S4I)4,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,I S Sn
mp-557130.cif,Zn2TeCl2O3,oxy_chalcohalide,,2,True,False,O,Cl O Te Zn
mp-557136.cif,Cu3Se2(ClO3)2,oxy_chalcohalide,,2,True,False,O,Cl Cu O Se
mp-557161.cif,Ba4Fe3(S3F2)2,pure_ABC_Ch_X_other_charge_balanced_or_complex,,2,False,False,,Ba F Fe S
mp-557227.cif,KCa12Si4S2O26F,oxy_chalcohalide,,4,True,False,O Si,Ca F K O S Si
mp-557231.cif,KTeO2F,oxy_chalcohalide,,2,True,False,O,F K O Te
mp-557236.cif,Te2As2Se8S(OF6)2,oxy_chalcohalide,,2,True,False,As O,As F O S Se Te
mp-557272.cif,AlS2(NCl2)2,nitride_chalcohalide,,2,False,True,N,Al Cl N S
mp-557285.cif,Ho11Te16ClO48,oxy_chalcohalide,,2,True,False,Ho O,Cl Ho O Te
mp-557322.cif,Bi4Te2Br2O9,oxy_chalcohalide,,2,True,False,O,Bi Br O Te
mp-557331.cif,FeS4N4Cl3,nitride_chalcohalide,,2,False,True,N,Cl Fe N S
mp-557399.cif,KSnSO4F,oxy_chalcohalide,,3,True,False,O,F K O S Sn
mp-557410.cif,NdTe2BrO5,oxy_chalcohalide,,2,True,False,Nd O,Br Nd O Te
mp-557457.cif,TmSeO3F,oxy_chalcohalide,,2,True,False,O Tm,F O Se Tm
mp-557464.cif,MoSeCl7O,oxy_chalcohalide,,2,True,False,O,Cl Mo O Se
mp-557470.cif,K2Sb2S(O2F3)2,oxy_chalcohalide,,3,True,False,O,F K O S Sb
mp-557484.cif,BiS4N3Cl4,nitride_chalcohalide,,2,False,True,N,Bi Cl N S
mp-557510.cif,Cu3TeS3Cl,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl Cu S Te
mp-557531.cif,Pb2S(O2F)2,oxy_chalcohalide,,2,True,False,O Pb,F O Pb S
mp-557570.cif,TeAs(BrF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Br F Te
mp-557605.cif,Hg2Pb(SI)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg Pb,Hg I Pb S
mp-557606.cif,SbAs3(Se2F3)2,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As,As F Sb Se
mp-557628.cif,AsS(IF3)2,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As F I S
mp-557635.cif,Sb2TeSeF10,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F Sb Se Te
mp-557645.cif,K5NaS4(ClO6)2,oxy_chalcohalide,,3,True,False,O,Cl K Na O S
mp-557736.cif,TeWNCl4F5,nitride_chalcohalide,,2,False,True,N,Cl F N Te W
mp-557746.cif,Zn2SeCl2O3,oxy_chalcohalide,,2,True,False,O,Cl O Se Zn
mp-557791.cif,Te4As2S(OF6)2,oxy_chalcohalide,,2,True,False,As O,As F O S Te
mp-557792.cif,HfSCl6O,oxy_chalcohalide,,2,True,False,O,Cl Hf O S
mp-557805.cif,MnBiS2Br,selected_13_pure_ABC_Ch_X,B1C1_Ch2_X1,2,False,False,,Bi Br Mn S
mp-557809.cif,SbSCl9,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,Cl S Sb
mp-557904.cif,SbSe2S(NF3)2,nitride_chalcohalide,,2,False,True,N,F N S Sb Se
mp-557946.cif,Cu3Se2(ClO3)2,oxy_chalcohalide,,2,True,False,O,Cl Cu O Se
mp-557969.cif,LiLa2S2O8F3,oxy_chalcohalide,,3,True,False,O,F La Li O S
mp-557980.cif,CuS4BrN4,nitride_chalcohalide,,2,False,True,N,Br Cu N S
mp-557992.cif,InTeClO3,oxy_chalcohalide,,2,True,False,O,Cl In O Te
mp-558026.cif,SbSe(IF2)3,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F I Sb Se
mp-558073.cif,Sb2SeI2F11,pure_ABC_Ch_X_other_charge_balanced_or_complex,,1,False,False,,F I Sb Se
mp-558099.cif,Nb2Tl5S4Br9,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Tl,Br Nb S Tl
mp-558122.cif,GdSClO4,oxy_chalcohalide,,2,True,False,Gd O,Cl Gd O S
mp-558130.cif,MnBiS2Cl,selected_13_pure_ABC_Ch_X,B1C1_Ch2_X1,2,False,False,,Bi Cl Mn S
mp-558135.cif,Ti4S8Cl6O,oxy_chalcohalide,,2,True,False,O,Cl O S Ti
mp-558136.cif,Te4W(OF4)5,oxy_chalcohalide,,2,True,False,O,F O Te W
mp-558143.cif,Pr4S3NCl3,nitride_chalcohalide,,2,False,True,N Pr,Cl N Pr S
mp-558183.cif,MoS2N2Cl5,nitride_chalcohalide,,2,False,True,N,Cl Mo N S
mp-558189.cif,Ag3SI,selected_13_pure_ABC_Ch_X,A3_Ch1_X1,1,False,False,,Ag I S
mp-558199.cif,CuAs4S3Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As,As Cl Cu S
mp-558254.cif,AsS4N4F5,nitride_chalcohalide,,2,False,True,As N,As F N S
mp-558257.cif,DySeClO3,oxy_chalcohalide,,2,True,False,Dy O,Cl Dy O Se
mp-558259.cif,Pr3Si2S8I,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Pr Si,I Pr S Si
mp-558270.cif,AlS5N5Cl4,nitride_chalcohalide,,2,False,True,N,Al Cl N S
mp-558288.cif,CdAs2S2(OF3)4,oxy_chalcohalide,,3,True,False,As Cd O,As Cd F O S
mp-558350.cif,Zn2TeBr2O3,oxy_chalcohalide,,2,True,False,O,Br O Te Zn
mp-558360.cif,AlAs3S5Cl4,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,As,Al As Cl S
mp-558364.cif,Cu4Te5(ClO3)4,oxy_chalcohalide,,2,True,False,O,Cl Cu O Te
mp-558368.cif,AgBi2S3Cl,selected_13_pure_ABC_Ch_X,A1C2_Ch3_X1,2,False,False,,Ag Bi Cl S
mp-558408.cif,Nb4Te9I4O,oxy_chalcohalide,,2,True,False,O,I Nb O Te
mp-558446.cif,AgHgSI,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Hg,Ag Hg I S
mp-558466.cif,AsS(BrF2)3,other_chalcohalide_with_nonwhitelist_elements,,1,False,False,As,As Br F S
mp-558478.cif,La3NbSe2(O2F)2,oxy_chalcohalide,,3,True,False,O,F La Nb O Se
mp-558490.cif,Tb3Se2ClO8,oxy_chalcohalide,,2,True,False,O Tb,Cl O Se Tb
mp-558502.cif,FeTeO3F,oxy_chalcohalide,,2,True,False,O,F Fe O Te
mp-558504.cif,BaZnTeCl2O3,oxy_chalcohalide,,3,True,False,O,Ba Cl O Te Zn
mp-558516.cif,TmSeClO3,oxy_chalcohalide,,2,True,False,O Tm,Cl O Se Tm
mp-558538.cif,HoSeO3F,oxy_chalcohalide,,2,True,False,Ho O,F Ho O Se
mp-558583.cif,AsS6N5F6,nitride_chalcohalide,,2,False,True,As N,As F N S
mp-558647.cif,Cu9Se4(Cl3O7)2,oxy_chalcohalide,,2,True,False,O,Cl Cu O Se
mp-558663.cif,Ca2CuTe4(ClO5)2,oxy_chalcohalide,,3,True,False,O,Ca Cl Cu O Te
mp-558716.cif,WSNCl5,nitride_chalcohalide,,2,False,True,N,Cl N S W
mp-558745.cif,Rb4NpS2ClO10,oxy_chalcohalide,,3,True,False,Np O,Cl Np O Rb S
mp-558759.cif,Cd4Te6Cl6O13,oxy_chalcohalide,,2,True,False,Cd O,Cd Cl O Te
mp-558770.cif,NiAs2S6(NF3)6,nitride_chalcohalide,,3,False,True,As N,As F N Ni S
mp-558847.cif,AlSBr3N,nitride_chalcohalide,,2,False,True,N,Al Br N S
mp-558849.cif,CdBiS2Cl,other_chalcohalide_with_nonwhitelist_elements,,2,False,False,Cd,Bi Cd Cl S
mp-558875.cif,HoTe2ClO5,oxy_chalcohalide,,2,True,False,Ho O,Cl Ho O Te
mp-558946.cif,BaSbSe2F,selected_13_pure_ABC_Ch_X,B1C1_Ch2_X1,2,False,False,,Ba F Sb Se
mp-558979.cif,VS2N3Cl2,nitride_chalcohalide,,2,False,True,N,Cl N S V
mp-558984.cif,GaTeO3F,oxy_chalcohalide,,2,True,False,O,F Ga O Te
