formula,pattern,status,source
LuTe2PdI,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuTe2PdI.cif
LuTe2PtBr,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuTe2PtBr.cif
LuTe2PtCl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuTe2PtCl.cif
LuTe2PtF,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuTe2PtF.cif
LuTe2PtI,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuTe2PtI.cif
LuZnS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnS2Br.cif
LuZnS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnS2Cl.cif
LuZnS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnS2F.cif
LuZnS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnS2I.cif
LuZnSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnSe2Br.cif
LuZnSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnSe2Cl.cif
LuZnSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnSe2F.cif
LuZnSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnSe2I.cif
LuZnTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnTe2Br.cif
LuZnTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnTe2Cl.cif
LuZnTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnTe2F.cif
LuZnTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/LuZnTe2I.cif
MgAgSBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSBr.cif
MgAgSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSCl.cif
MgAgSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSF.cif
MgAgSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSI.cif
MgAgSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSeBr.cif
MgAgSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSeCl.cif
MgAgSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSeF.cif
MgAgSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgSeI.cif
MgAgTeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgTeBr.cif
MgAgTeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgTeCl.cif
MgAgTeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgTeF.cif
MgAgTeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAgTeI.cif
MgAlS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlS2Br.cif
MgAlS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlS2Cl.cif
MgAlS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlS2F.cif
MgAlS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlS2I.cif
MgAlSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlSe2Br.cif
MgAlSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlSe2Cl.cif
MgAlSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlSe2F.cif
MgAlSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlSe2I.cif
MgAlTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlTe2Br.cif
MgAlTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlTe2Cl.cif
MgAlTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlTe2F.cif
MgAlTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAlTe2I.cif
MgAuSBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSBr.cif
MgAuSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSCl.cif
MgAuSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSF.cif
MgAuSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSI.cif
MgAuSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSeBr.cif
MgAuSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSeCl.cif
MgAuSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSeF.cif
MgAuSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgAuSeI.cif
MgBiS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiS2Br.cif
MgBiS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiS2Cl.cif
MgBiS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiS2F.cif
MgBiS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiS2I.cif
MgBiSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiSe2Br.cif
MgBiSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiSe2Cl.cif
MgBiSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiSe2F.cif
MgBiSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiSe2I.cif
MgBiTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiTe2Br.cif
MgBiTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiTe2Cl.cif
MgBiTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiTe2F.cif
MgBiTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgBiTe2I.cif
MgCuSBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSBr.cif
MgCuSCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSCl.cif
MgCuSF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSF.cif
MgCuSI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSI.cif
MgCuSeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSeBr.cif
MgCuSeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSeCl.cif
MgCuSeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSeF.cif
MgCuSeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuSeI.cif
MgCuTeBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuTeBr.cif
MgCuTeCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuTeCl.cif
MgCuTeF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuTeF.cif
MgCuTeI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgCuTeI.cif
MgFeS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeS2Br.cif
MgFeS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeS2Cl.cif
MgFeS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeS2F.cif
MgFeS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeS2I.cif
MgFeSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeSe2Br.cif
MgFeSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeSe2Cl.cif
MgFeSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeSe2F.cif
MgFeSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeSe2I.cif
MgFeTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeTe2Br.cif
MgFeTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeTe2Cl.cif
MgFeTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeTe2F.cif
MgFeTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgFeTe2I.cif
MgGaS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaS2Br.cif
MgGaS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaS2Cl.cif
MgGaS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaS2F.cif
MgGaS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaS2I.cif
MgGaSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaSe2Br.cif
MgGaSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaSe2Cl.cif
MgGaSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaSe2F.cif
MgGaSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaSe2I.cif
MgGaTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaTe2Br.cif
MgGaTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaTe2Cl.cif
MgGaTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaTe2F.cif
MgGaTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgGaTe2I.cif
MgInS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInS2Br.cif
MgInS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInS2Cl.cif
MgInS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInS2F.cif
MgInS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInS2I.cif
MgInSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInSe2Br.cif
MgInSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInSe2Cl.cif
MgInSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInSe2F.cif
MgInSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInSe2I.cif
MgInTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInTe2Br.cif
MgInTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInTe2Cl.cif
MgInTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInTe2F.cif
MgInTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgInTe2I.cif
MgMoS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoS2Br.cif
MgMoS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoS2Cl.cif
MgMoS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoS2F.cif
MgMoS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoS2I.cif
MgMoSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoSe2Br.cif
MgMoSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoSe2Cl.cif
MgMoSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoSe2F.cif
MgMoSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgMoSe2I.cif
MgNbS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbS2Br.cif
MgNbS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbS2Cl.cif
MgNbS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbS2F.cif
MgNbS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbS2I.cif
MgNbSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbSe2Br.cif
MgNbSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbSe2Cl.cif
MgNbSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbSe2F.cif
MgNbSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbSe2I.cif
MgNbTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbTe2Br.cif
MgNbTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbTe2Cl.cif
MgNbTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbTe2F.cif
MgNbTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgNbTe2I.cif
MgRhS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhS2Br.cif
MgRhS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhS2Cl.cif
MgRhS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhS2F.cif
MgRhS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhS2I.cif
MgRhSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhSe2Br.cif
MgRhSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhSe2Cl.cif
MgRhSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhSe2F.cif
MgRhSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRhSe2I.cif
MgRuS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuS2Br.cif
MgRuS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuS2Cl.cif
MgRuS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuS2F.cif
MgRuS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuS2I.cif
MgRuSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuSe2Br.cif
MgRuSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuSe2Cl.cif
MgRuSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuSe2F.cif
MgRuSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgRuSe2I.cif
MgSbS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbS2Br.cif
MgSbS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbS2Cl.cif
MgSbS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbS2F.cif
MgSbS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbS2I.cif
MgSbSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbSe2Br.cif
MgSbSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbSe2Cl.cif
MgSbSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbSe2F.cif
MgSbSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbSe2I.cif
MgSbTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbTe2Br.cif
MgSbTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbTe2Cl.cif
MgSbTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbTe2F.cif
MgSbTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgSbTe2I.cif
MgScS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScS2Br.cif
MgScS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScS2Cl.cif
MgScS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScS2F.cif
MgScS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScS2I.cif
MgScSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScSe2Br.cif
MgScSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScSe2Cl.cif
MgScSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScSe2F.cif
MgScSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScSe2I.cif
MgScTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScTe2Br.cif
MgScTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScTe2Cl.cif
MgScTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScTe2F.cif
MgScTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgScTe2I.cif
MgTaS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaS2Br.cif
MgTaS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaS2Cl.cif
MgTaS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaS2F.cif
MgTaS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaS2I.cif
MgTaSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaSe2Br.cif
MgTaSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaSe2Cl.cif
MgTaSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaSe2F.cif
MgTaSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaSe2I.cif
MgTaTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaTe2Br.cif
MgTaTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaTe2Cl.cif
MgTaTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaTe2F.cif
MgTaTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTaTe2I.cif
MgTe2MoBr,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2MoBr.cif
MgTe2MoCl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2MoCl.cif
MgTe2MoF,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2MoF.cif
MgTe2MoI,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2MoI.cif
MgTe2RhBr,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RhBr.cif
MgTe2RhCl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RhCl.cif
MgTe2RhF,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RhF.cif
MgTe2RhI,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RhI.cif
MgTe2RuBr,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RuBr.cif
MgTe2RuCl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RuCl.cif
MgTe2RuF,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RuF.cif
MgTe2RuI,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2RuI.cif
MgTe2WBr,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2WBr.cif
MgTe2WCl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2WCl.cif
MgTe2WF,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2WF.cif
MgTe2WI,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTe2WI.cif
MgTeAuBr,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTeAuBr.cif
MgTeAuCl,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTeAuCl.cif
MgTeAuF,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTeAuF.cif
MgTeAuI,A1B1_Ch1_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTeAuI.cif
MgTiS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiS2Br.cif
MgTiS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiS2Cl.cif
MgTiS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiS2F.cif
MgTiS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiS2I.cif
MgTiSe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiSe2Br.cif
MgTiSe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiSe2Cl.cif
MgTiSe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiSe2F.cif
MgTiSe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiSe2I.cif
MgTiTe2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiTe2Br.cif
MgTiTe2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiTe2Cl.cif
MgTiTe2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiTe2F.cif
MgTiTe2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgTiTe2I.cif
MgVS2Br,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgVS2Br.cif
MgVS2Cl,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgVS2Cl.cif
MgVS2F,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgVS2F.cif
MgVS2I,B1C1_Ch2_X1,needs_relax,PROJECT_ROOT/Data/predict_train_template_generated/MgVS2I.cif
