formula,pattern,status,source
CaLaSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLaSe2F.cif
CaLaSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLaSe2I.cif
CaLaTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLaTe2Br.cif
CaLaTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLaTe2Cl.cif
CaLaTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLaTe2F.cif
CaLaTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLaTe2I.cif
CaLuS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuS2Br.cif
CaLuS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuS2Cl.cif
CaLuS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuS2F.cif
CaLuS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuS2I.cif
CaLuSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuSe2Br.cif
CaLuSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuSe2Cl.cif
CaLuSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuSe2F.cif
CaLuSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuSe2I.cif
CaLuTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuTe2Br.cif
CaLuTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuTe2Cl.cif
CaLuTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuTe2F.cif
CaLuTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaLuTe2I.cif
CaMoS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoS2Br.cif
CaMoS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoS2Cl.cif
CaMoS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoS2F.cif
CaMoS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoS2I.cif
CaMoSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoSe2Br.cif
CaMoSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoSe2Cl.cif
CaMoSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoSe2F.cif
CaMoSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaMoSe2I.cif
CaNbS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbS2Br.cif
CaNbS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbS2Cl.cif
CaNbS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbS2F.cif
CaNbS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbS2I.cif
CaNbSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbSe2Br.cif
CaNbSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbSe2Cl.cif
CaNbSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbSe2F.cif
CaNbSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbSe2I.cif
CaNbTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbTe2Br.cif
CaNbTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbTe2Cl.cif
CaNbTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbTe2F.cif
CaNbTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaNbTe2I.cif
CaRhS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhS2Br.cif
CaRhS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhS2Cl.cif
CaRhS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhS2F.cif
CaRhS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhS2I.cif
CaRhSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhSe2Br.cif
CaRhSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhSe2Cl.cif
CaRhSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhSe2F.cif
CaRhSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRhSe2I.cif
CaRuS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuS2Br.cif
CaRuS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuS2Cl.cif
CaRuS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuS2F.cif
CaRuS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuS2I.cif
CaRuSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuSe2Br.cif
CaRuSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuSe2Cl.cif
CaRuSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuSe2F.cif
CaRuSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaRuSe2I.cif
CaSbS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbS2Br.cif
CaSbS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbS2Cl.cif
CaSbS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbS2F.cif
CaSbS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbS2I.cif
CaSbSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbSe2Br.cif
CaSbSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbSe2Cl.cif
CaSbSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbSe2F.cif
CaSbSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbSe2I.cif
CaSbTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbTe2Br.cif
CaSbTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbTe2Cl.cif
CaSbTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbTe2F.cif
CaSbTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaSbTe2I.cif
CaScS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScS2Br.cif
CaScS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScS2Cl.cif
CaScS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScS2F.cif
CaScS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScS2I.cif
CaScSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScSe2Br.cif
CaScSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScSe2Cl.cif
CaScSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScSe2F.cif
CaScSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScSe2I.cif
CaScTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScTe2Br.cif
CaScTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScTe2Cl.cif
CaScTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScTe2F.cif
CaScTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaScTe2I.cif
CaTaS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaS2Br.cif
CaTaS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaS2Cl.cif
CaTaS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaS2F.cif
CaTaS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaS2I.cif
CaTaSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaSe2Br.cif
CaTaSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaSe2Cl.cif
CaTaSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaSe2F.cif
CaTaSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaSe2I.cif
CaTaTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaTe2Br.cif
CaTaTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaTe2Cl.cif
CaTaTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaTe2F.cif
CaTaTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTaTe2I.cif
CaTe2MoBr,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2MoBr.cif
CaTe2MoCl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2MoCl.cif
CaTe2MoF,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2MoF.cif
CaTe2MoI,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2MoI.cif
CaTe2RhBr,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RhBr.cif
CaTe2RhCl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RhCl.cif
CaTe2RhF,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RhF.cif
CaTe2RhI,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RhI.cif
CaTe2RuBr,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RuBr.cif
CaTe2RuCl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RuCl.cif
CaTe2RuF,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RuF.cif
CaTe2RuI,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2RuI.cif
CaTe2WBr,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2WBr.cif
CaTe2WCl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2WCl.cif
CaTe2WF,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2WF.cif
CaTe2WI,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTe2WI.cif
CaTeAuBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTeAuBr.cif
CaTeAuCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTeAuCl.cif
CaTeAuF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTeAuF.cif
CaTeAuI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTeAuI.cif
CaTiS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiS2Br.cif
CaTiS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiS2Cl.cif
CaTiS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiS2F.cif
CaTiS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiS2I.cif
CaTiSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiSe2Br.cif
CaTiSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiSe2Cl.cif
CaTiSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiSe2F.cif
CaTiSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiSe2I.cif
CaTiTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiTe2Br.cif
CaTiTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiTe2Cl.cif
CaTiTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiTe2F.cif
CaTiTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaTiTe2I.cif
CaVS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVS2Br.cif
CaVS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVS2Cl.cif
CaVS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVS2F.cif
CaVS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVS2I.cif
CaVSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVSe2Br.cif
CaVSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVSe2Cl.cif
CaVSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVSe2F.cif
CaVSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVSe2I.cif
CaVTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVTe2Br.cif
CaVTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVTe2Cl.cif
CaVTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVTe2F.cif
CaVTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaVTe2I.cif
CaWS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWS2Br.cif
CaWS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWS2Cl.cif
CaWS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWS2F.cif
CaWS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWS2I.cif
CaWSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWSe2Br.cif
CaWSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWSe2Cl.cif
CaWSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWSe2F.cif
CaWSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaWSe2I.cif
CaYS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYS2Br.cif
CaYS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYS2Cl.cif
CaYS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYS2F.cif
CaYS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYS2I.cif
CaYSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYSe2Br.cif
CaYSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYSe2Cl.cif
CaYSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYSe2F.cif
CaYSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYSe2I.cif
CaYTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYTe2Br.cif
CaYTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYTe2Cl.cif
CaYTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYTe2F.cif
CaYTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaYTe2I.cif
CaZrS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrS2Br.cif
CaZrS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrS2Cl.cif
CaZrS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrS2F.cif
CaZrS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrS2I.cif
CaZrSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrSe2Br.cif
CaZrSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrSe2Cl.cif
CaZrSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrSe2F.cif
CaZrSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrSe2I.cif
CaZrTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrTe2Br.cif
CaZrTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrTe2Cl.cif
CaZrTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrTe2F.cif
CaZrTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CaZrTe2I.cif
CoAgSBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSBr.cif
CoAgSCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSCl.cif
CoAgSF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSF.cif
CoAgSI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSI.cif
CoAgSeBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSeBr.cif
CoAgSeCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSeCl.cif
CoAgSeF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSeF.cif
CoAgSeI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgSeI.cif
CoAgTeBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgTeBr.cif
CoAgTeCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgTeCl.cif
CoAgTeF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgTeF.cif
CoAgTeI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAgTeI.cif
CoAuSBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSBr.cif
CoAuSCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSCl.cif
CoAuSF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSF.cif
CoAuSI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSI.cif
CoAuSeBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSeBr.cif
CoAuSeCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSeCl.cif
CoAuSeF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSeF.cif
CoAuSeI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoAuSeI.cif
CoBiS2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiS2Br.cif
CoBiS2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiS2Cl.cif
CoBiS2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiS2F.cif
CoBiS2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiS2I.cif
CoBiSe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiSe2Br.cif
CoBiSe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiSe2Cl.cif
CoBiSe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiSe2F.cif
CoBiSe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiSe2I.cif
CoBiTe2Br,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiTe2Br.cif
CoBiTe2Cl,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiTe2Cl.cif
CoBiTe2F,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiTe2F.cif
CoBiTe2I,B1C1_Ch2_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoBiTe2I.cif
CoCuSBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSBr.cif
CoCuSCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSCl.cif
CoCuSF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSF.cif
CoCuSI,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSI.cif
CoCuSeBr,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSeBr.cif
CoCuSeCl,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSeCl.cif
CoCuSeF,A1B1_Ch1_X1,copied_relaxed,PROJECT_ROOT/Data/predict_train_template_relaxed/CoCuSeF.cif
