MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,transition metal fraction,band center,density,vpa,packing fraction,spacegroup_num,crystal_system_int,is_centrosymmetric,n_symmetry_ops,structural complexity per atom,structural complexity per cell
8.0,50.0,42.0,16.956521739130434,2.8884688090737227,16.0,80.0,94.0,14.0,88.6086956521739,1.8752362948960262,88.0,15.9994,118.71,102.7106,35.02438260869565,7.426094517958414,32.065,54.8,505.08,450.28,326.7321739130435,101.25156899810965,388.36,14.0,17.0,3.0,16.08695652173913,0.3175803402646494,16.0,2.0,5.0,3.0,3.0,0.17391304347826086,3.0,66.0,139.0,73.0,102.56521739130434,6.55576559546314,105.0,1.96,3.44,1.48,2.728695652173913,0.2737240075614367,2.58,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.086956521739131,0.31758034026465054,4.0,0.0,10.0,10.0,0.43478260869565216,0.831758034026465,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,6.521739130434782,0.8166351606805292,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.9130434782608696,0.31758034026465026,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.9130434782608696,0.31758034026465026,2.0,9.105,33.285,24.179999999999996,24.438043478260873,2.6666162570888425,25.786875,0.0,2.493,2.493,1.9653913043478262,0.5127107750472589,2.202,0.0,0.0,0.0,0.0,0.0,12.0,141.0,129.0,67.0,10.608695652173912,70.0,4,0.7236224772649233,0.6997605620719402,0.6957923655715172,0.6956582871152266,0.6956522403204269,2.0,4.086956521739131,0.43478260869565216,0.0,0.3066666666666667,0.6266666666666667,0.06666666666666667,0.0,False,0.4216638471290559,0.026915334364445445,0.0,6.536431166382611,1.87729320001377,30.980432724155552,0.1380330061572596,14,6,True,4,4.523561956057013,416.1676999572452
8.0,75.0,67.0,19.866666666666667,14.702222222222222,8.0,54.0,94.0,40.0,84.53333333333333,8.142222222222223,87.0,15.9994,186.207,170.20759999999999,44.952413333333325,37.667889777777766,15.9994,54.8,3459.0,3404.2,562.0773333333333,772.512711111111,54.8,7.0,17.0,10.0,15.066666666666666,2.151111111111111,16.0,2.0,6.0,4.0,2.8666666666666667,0.9244444444444445,2.0,66.0,151.0,85.0,89.53333333333333,25.10222222222222,66.0,1.9,3.44,1.54,3.1026666666666665,0.39040000000000014,3.44,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.7333333333333334,0.9955555555555555,4.0,0.0,5.0,5.0,0.6666666666666666,1.1555555555555554,0.0,14.0,14.0,1.8666666666666667,3.2355555555555555,0.0,6.0,21.0,15.0,8.266666666666667,3.395555555555556,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4666666666666666,0.6400000000000001,2.0,5.0,5.0,0.6666666666666666,1.1555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.1333333333333333,0.7644444444444445,2.0,9.105,25.786875,16.681874999999998,15.061791666666666,6.462388888888888,9.105,0.0,2.493,2.493,0.8116,1.0821333333333334,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,54.0,44.8,12.0,4,0.6146362971528592,0.5575631071579463,0.5367305333584647,0.5339312433777199,0.5333854446602024,2.0,3.7333333333333334,0.6666666666666666,1.8666666666666667,0.24193548387096772,0.45161290322580644,0.08064516129032256,0.22580645161290322,True,0.4472779356966061,0.054621381539857385,0.13333333333333333,7.019327040945741,3.7637115189933112,19.83287991270007,0.16401776616334965,15,6,True,4,3.906890595608518,234.41343573651108
8.0,82.0,74.0,37.03703703703704,33.305898491083674,8.0,81.0,94.0,13.0,85.85185185185185,3.5939643347050767,87.0,15.9994,207.2,191.20059999999998,90.29147407407407,86.59890809327845,15.9994,54.8,600.61,545.8100000000001,286.6096296296296,240.1299314128944,54.8,14.0,17.0,3.0,15.407407407407407,1.0425240054869687,16.0,2.0,6.0,4.0,3.6666666666666665,1.7283950617283952,2.0,66.0,146.0,80.0,102.4074074074074,32.48285322359396,66.0,2.33,3.44,1.1099999999999999,2.955555555555556,0.49119341563785995,3.44,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,3.4074074074074074,1.0425240054869684,4.0,0.0,10.0,10.0,3.7037037037037037,4.6639231824417005,0.0,14.0,14.0,5.185185185185185,6.5294924554183815,0.0,6.0,28.0,22.0,14.296296296296296,10.150891632373114,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5925925925925926,1.0425240054869684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5925925925925926,1.0425240054869684,2.0,9.105,28.11,19.005,19.042106481481483,8.83298353909465,9.105,0.0,2.493,2.493,0.4508888888888889,0.7347818930041151,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,100.74074074074075,92.04389574759945,12.0,4,0.5983516452371671,0.521586746841151,0.475788947683928,0.46037405374981016,0.45114925575143494,2.0,3.4074074074074074,3.7037037037037037,5.185185185185185,0.13989637305699482,0.2383419689119171,0.2590673575129534,0.3626943005181347,False,0.26510305464422235,0.057031339192612406,0.0,5.942302572878862,7.018577114285002,21.362238791281158,0.478677010012025,2,7,True,2,4.754887502163471,256.7639251168274
7.0,83.0,76.0,19.666666666666668,10.555555555555555,16.0,82.0,94.0,12.0,88.33333333333333,3.7777777777777763,88.0,14.0067,208.9804,194.9737,43.42270833333333,27.592948611111108,32.065,63.05,544.4,481.34999999999997,247.78250000000003,143.15458333333333,171.6,15.0,17.0,2.0,16.0,0.6666666666666666,16.0,2.0,6.0,4.0,3.0,0.5,3.0,71.0,148.0,77.0,99.08333333333333,14.04166666666667,102.0,2.02,3.16,1.1400000000000001,2.841666666666667,0.3113888888888889,2.58,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,0.6666666666666666,4.0,0.0,10.0,10.0,0.8333333333333334,1.5277777777777777,0.0,14.0,14.0,1.1666666666666667,2.138888888888889,0.0,5.0,29.0,24.0,8.0,3.5,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,14.76875,32.95,18.181250000000002,23.199479166666666,4.215364583333333,24.4975,0.0,6.437,6.437,3.1742500000000002,1.6313750000000002,2.202,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,94.16666666666667,49.916666666666664,64.0,4,0.5400617248673216,0.44860105100727365,0.39161712664991,0.3714439481694873,0.3582512368066306,2.0,4.0,0.8333333333333334,1.1666666666666667,0.25,0.5,0.10416666666666667,0.14583333333333334,True,0.27740039000980643,0.02812704886774007,0.0,6.884112682706359,2.668926532571347,27.016518733600808,0.16693072850696491,2,7,True,2,3.584962500721156,86.03910001730775
7.0,50.0,43.0,14.380952380952381,5.62358276643991,7.0,80.0,94.0,14.0,86.47619047619048,4.027210884353741,82.0,14.0067,118.71,104.7033,29.956933333333332,12.152558730158729,14.0067,63.05,505.08,442.03,228.7028571428571,147.96517006802722,63.05,14.0,17.0,3.0,15.714285714285714,0.707482993197279,15.0,2.0,5.0,3.0,2.7142857142857144,0.5442176870748299,2.0,71.0,139.0,68.0,93.0952380952381,16.834467120181404,71.0,1.96,3.16,1.2000000000000002,2.836190476190476,0.278639455782313,2.58,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,3.7142857142857144,0.7074829931972789,3.0,0.0,10.0,10.0,0.47619047619047616,0.9070294784580499,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,6.190476190476191,1.052154195011338,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.2857142857142856,0.7074829931972789,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.2857142857142856,0.7074829931972789,2.0,14.76875,33.285,18.516249999999996,21.700952380952383,5.281678004535145,14.76875,0.0,6.437,6.437,3.7659047619047614,2.0351201814058957,2.202,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,119.47619047619048,58.82993197278912,70.0,4,0.573409265656776,0.489917927528656,0.438959722749498,0.4208398642163383,0.4083145842969344,2.0,3.7142857142857144,0.47619047619047616,0.0,0.32307692307692304,0.6,0.07692307692307691,0.0,True,0.302323673928969,0.02258393394327688,0.0,6.85626550640399,2.084624760993663,23.862643827237477,0.1441549944846959,29,5,False,4,4.39231742277876,368.9546635134158
16.0,80.0,64.0,37.0,25.8,17.0,69.0,94.0,25.0,83.4,10.319999999999999,94.0,32.065,200.59,168.525,87.3092,67.96848,35.453,171.6,692.68,521.0799999999999,285.876,122.35439999999998,171.6,12.0,17.0,5.0,14.8,2.2399999999999998,17.0,3.0,6.0,3.0,4.0,1.2,3.0,102.0,132.0,30.0,113.6,12.719999999999999,102.0,1.65,3.16,1.5100000000000002,2.5450000000000004,0.506,3.16,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.8,2.2399999999999998,5.0,0.0,10.0,10.0,4.0,4.8,0.0,14.0,14.0,4.2,5.88,0.0,6.0,26.0,20.0,13.0,7.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,0.6399999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,0.6399999999999999,1.0,13.96,25.786875,11.826874999999998,23.923650862069998,1.9927301724140012,24.4975,0.0,2.493,2.493,1.4376,1.1500799999999998,2.493,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,108.8,51.35999999999999,64.0,4,0.5477225575051662,0.4641588833612779,0.41955477717534856,0.4076271351449306,0.40223461897961665,2.0,2.8,4.0,4.2,0.15384615384615385,0.21538461538461537,0.3076923076923077,0.3230769230769231,True,0.43448869925970535,0.06774530938855564,0.0,6.43670307897919,4.989886942174283,29.055799243474315,0.267933558116686,36,5,False,4,2.9219280948873623,58.43856189774725
16.0,76.0,60.0,25.11111111111111,13.28395061728395,17.0,57.0,94.0,37.0,87.33333333333333,6.740740740740744,94.0,32.065,190.23,158.165,56.355222222222224,34.773234567901234,35.453,171.6,3306.0,3134.4,627.9422222222222,595.1239506172839,171.6,8.0,17.0,9.0,15.555555555555555,1.6790123456790125,17.0,3.0,6.0,3.0,3.4444444444444446,0.6913580246913581,3.0,102.0,144.0,42.0,109.66666666666667,9.92592592592593,102.0,2.2,3.16,0.96,2.7922222222222226,0.32691358024691364,3.16,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,4.0,0.8888888888888888,5.0,0.0,10.0,10.0,1.7777777777777777,2.765432098765432,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,6.0,22.0,16.0,9.333333333333334,4.296296296296297,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.5925925925925926,1.0,4.0,4.0,0.4444444444444444,0.7901234567901234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7777777777777777,0.691358024691358,1.0,14.09,25.92,11.830000000000002,23.928958333333334,2.186435185185184,24.4975,0.0,2.493,2.493,1.9307777777777777,0.6805679012345679,2.493,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,74.88888888888889,26.469135802469133,64.0,4,0.5773502691896257,0.5034060995648325,0.46392717764975816,0.4524783297592433,0.44688609733951634,2.0,4.0,1.7777777777777777,1.5555555555555556,0.21428571428571427,0.42857142857142855,0.19047619047619047,0.16666666666666666,True,0.2057841473834533,0.028192421264310197,0.1111111111111111,6.840719762974816,3.3067599866821404,28.299619148217264,0.17626829212785475,4,6,False,2,4.169925001442312,150.11730005192322
12.0,41.0,29.0,20.545454545454547,7.438016528925621,16.0,47.0,94.0,47.0,80.9090909090909,14.677685950413224,88.0,24.305,92.90638,68.60138,43.653614545454545,17.91009652892562,32.065,171.6,2750.0,2578.4,787.5309090909091,738.255867768595,171.6,2.0,17.0,15.0,13.090909090909092,4.958677685950413,16.0,3.0,5.0,2.0,3.3636363636363638,0.5950413223140497,3.0,102.0,164.0,62.0,117.9090909090909,20.958677685950413,102.0,1.31,3.16,1.85,2.497272727272727,0.5421487603305786,2.58,1.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,5.0,5.0,3.272727272727273,1.7851239669421484,4.0,0.0,4.0,4.0,0.7272727272727273,1.190082644628099,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.818181818181818,0.9917355371900826,6.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,2.0,2.0,1.0909090909090908,0.6611570247933884,1.0,6.0,6.0,1.0909090909090908,1.7851239669421488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.3636363636363638,1.6859504132231407,1.0,18.18,25.786875,7.606874999999999,23.67159090909091,2.139049586776858,24.4975,0.0,2.493,2.493,1.7072727272727273,0.9312396694214875,2.202,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,108.0,59.63636363636363,64.0,4,0.5529784118452927,0.46864879413416116,0.4190460303236137,0.40171251033303707,0.38975484902299945,1.8181818181818181,3.272727272727273,0.7272727272727273,0.0,0.3125,0.5625,0.125,0.0,True,0.5749825278663312,0.08523391776217076,0.18181818181818182,6.046988491534651,3.593216961166482,20.1737143166466,0.3298062586286414,1,7,False,1,2.7321588913645702,30.05374780501027
12.0,41.0,29.0,20.545454545454547,7.438016528925621,16.0,47.0,94.0,47.0,80.9090909090909,14.677685950413224,88.0,24.305,92.90638,68.60138,43.653614545454545,17.91009652892562,32.065,171.6,2750.0,2578.4,787.5309090909091,738.255867768595,171.6,2.0,17.0,15.0,13.090909090909092,4.958677685950413,16.0,3.0,5.0,2.0,3.3636363636363638,0.5950413223140497,3.0,102.0,164.0,62.0,117.9090909090909,20.958677685950413,102.0,1.31,3.16,1.85,2.497272727272727,0.5421487603305786,2.58,1.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,5.0,5.0,3.272727272727273,1.7851239669421484,4.0,0.0,4.0,4.0,0.7272727272727273,1.190082644628099,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.818181818181818,0.9917355371900826,6.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,2.0,2.0,1.0909090909090908,0.6611570247933884,1.0,6.0,6.0,1.0909090909090908,1.7851239669421488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.3636363636363638,1.6859504132231407,1.0,18.18,25.786875,7.606874999999999,23.67159090909091,2.139049586776858,24.4975,0.0,2.493,2.493,1.7072727272727273,0.9312396694214875,2.202,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,108.0,59.63636363636363,64.0,4,0.5529784118452927,0.46864879413416116,0.4190460303236137,0.40171251033303707,0.38975484902299945,1.8181818181818181,3.272727272727273,0.7272727272727273,0.0,0.3125,0.5625,0.125,0.0,True,0.5749825278663312,0.08523391776217076,0.18181818181818182,6.046988491534651,3.414240536355348,21.231231859745325,0.31337876602587683,5,6,False,2,2.7321588913645702,30.05374780501027
7.0,17.0,10.0,13.066666666666666,4.053333333333333,7.0,73.0,94.0,21.0,86.6,4.880000000000001,82.0,14.0067,35.453,21.4463,26.610135906666663,8.402290604444445,14.0067,63.05,933.47,870.4200000000001,258.46133333333336,176.6002666666667,63.05,13.0,17.0,4.0,15.733333333333333,0.8533333333333335,15.0,2.0,3.0,1.0,2.6666666666666665,0.44444444444444453,2.0,71.0,121.0,50.0,93.93333333333334,15.288888888888888,71.0,1.61,3.16,1.55,2.8233333333333333,0.324,2.58,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.7333333333333334,0.8533333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.733333333333333,0.8533333333333334,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.2666666666666666,0.8533333333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.2666666666666666,0.8533333333333334,2.0,14.76875,25.786875,11.018124999999998,21.149874999999998,4.876733333333332,14.76875,0.0,6.437,6.437,3.5444666666666667,1.9283555555555556,2.202,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,120.06666666666666,63.28,70.0,4,0.5456901847914967,0.4536061410635578,0.39470746527604206,0.3733103278492746,0.35913101496029665,2.0,3.7333333333333334,0.0,0.0,0.3488372093023256,0.6511627906976745,0.0,0.0,False,0.45153126401108745,0.03479364805755045,0.0,6.77878608762378,1.7381631478043074,25.421762254083735,0.13540124859873845,62,5,True,8,4.106890595608518,492.82687147302215
7.0,17.0,10.0,15.0,2.5,17.0,73.0,94.0,21.0,88.375,5.625,94.0,14.0067,35.453,21.4463,30.866279825,5.186080262500001,35.453,63.05,933.47,870.4200000000001,307.455,196.95625,171.6,13.0,17.0,4.0,16.0,1.0,17.0,2.0,3.0,1.0,2.875,0.21875,3.0,71.0,121.0,50.0,101.25,7.5625,102.0,1.61,3.16,1.55,2.8062500000000004,0.41218749999999993,3.16,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.0,1.0,14.76875,25.786875,11.018124999999998,22.6015625,3.488593749999999,24.4975,0.0,6.437,6.437,2.6016250000000003,0.9588437500000003,2.493,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,101.875,53.8125,64.0,4,0.5863019699779287,0.524792056726051,0.5032770731958376,0.5005648371679647,0.5000489019641984,2.0,4.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,True,0.45153126401108745,0.05294200799435309,0.0,6.746108930416995,1.7219487438142065,29.76549897071727,0.1447326594513692,62,5,True,8,2.75,88.0
7.0,31.0,24.0,14.266666666666667,4.844444444444444,7.0,74.0,94.0,20.0,86.66666666666667,4.799999999999999,82.0,14.0067,69.723,55.7163,29.459566666666667,10.301911111111112,14.0067,63.05,388.36,325.31,216.424,126.15546666666667,63.05,13.0,17.0,4.0,15.733333333333333,0.8533333333333335,15.0,2.0,4.0,2.0,2.7333333333333334,0.4888888888888889,2.0,71.0,122.0,51.0,94.0,15.333333333333334,71.0,1.81,3.16,1.35,2.8366666666666664,0.30800000000000005,2.58,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.7333333333333334,0.8533333333333334,3.0,0.0,10.0,10.0,0.6666666666666666,1.2444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,6.4,1.2,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.2666666666666666,0.8533333333333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.2666666666666666,0.8533333333333334,2.0,14.76875,25.786875,11.018124999999998,21.308375,4.686533333333331,14.76875,0.0,6.437,6.437,3.5444666666666667,1.9283555555555556,2.202,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,109.33333333333333,56.444444444444436,70.0,4,0.5456901847914967,0.4536061410635578,0.39470746527604206,0.3733103278492746,0.35913101496029665,2.0,3.7333333333333334,0.6666666666666666,0.0,0.3125,0.5833333333333333,0.10416666666666666,0.0,False,0.36594843814193245,0.029779730761751694,0.0,6.769736516376265,1.913793390312232,25.561150775775392,0.1373271934815522,62,5,True,8,4.106890595608518,492.82687147302215
12.0,41.0,29.0,20.545454545454547,7.438016528925621,16.0,47.0,94.0,47.0,80.9090909090909,14.677685950413224,88.0,24.305,92.90638,68.60138,43.653614545454545,17.91009652892562,32.065,171.6,2750.0,2578.4,787.5309090909091,738.255867768595,171.6,2.0,17.0,15.0,13.090909090909092,4.958677685950413,16.0,3.0,5.0,2.0,3.3636363636363638,0.5950413223140497,3.0,102.0,164.0,62.0,117.9090909090909,20.958677685950413,102.0,1.31,3.16,1.85,2.497272727272727,0.5421487603305786,2.58,1.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,5.0,5.0,3.272727272727273,1.7851239669421484,4.0,0.0,4.0,4.0,0.7272727272727273,1.190082644628099,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.818181818181818,0.9917355371900826,6.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,2.0,2.0,1.0909090909090908,0.6611570247933884,1.0,6.0,6.0,1.0909090909090908,1.7851239669421488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.3636363636363638,1.6859504132231407,1.0,18.18,25.786875,7.606874999999999,23.67159090909091,2.139049586776858,24.4975,0.0,2.493,2.493,1.7072727272727273,0.9312396694214875,2.202,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,108.0,59.63636363636363,64.0,4,0.5529784118452927,0.46864879413416116,0.4190460303236137,0.40171251033303707,0.38975484902299945,1.8181818181818181,3.272727272727273,0.7272727272727273,0.0,0.3125,0.5625,0.125,0.0,True,0.5749825278663312,0.08523391776217076,0.18181818181818182,6.046988491534651,3.1911147325005045,22.715739961972734,0.29289898777475093,8,6,False,2,2.9139770731827523,32.053747805010275
13.0,83.0,70.0,25.714285714285715,16.367346938775512,17.0,73.0,94.0,21.0,89.0,5.714285714285714,94.0,26.9815386,208.9804,181.9988614,58.5484198,42.98056577142857,35.453,171.6,933.47,761.87,364.6614285714286,220.6416326530612,171.6,13.0,17.0,4.0,16.0,1.1428571428571428,17.0,3.0,6.0,3.0,3.4285714285714284,0.7346938775510203,3.0,102.0,148.0,46.0,111.71428571428571,13.020408163265303,102.0,1.61,3.16,1.55,2.692857142857143,0.5338775510204082,3.16,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,1.1428571428571428,5.0,0.0,10.0,10.0,1.4285714285714286,2.4489795918367347,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,3.0,29.0,26.0,9.428571428571429,5.591836734693878,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.1428571428571428,1.0,16.48,32.95,16.470000000000002,24.743839285714284,2.642627551020408,24.4975,0.0,2.493,2.493,1.739142857142857,0.9937959183673469,2.493,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,80.42857142857143,41.30612244897959,64.0,4,0.6226998490772391,0.5802211572065257,0.5717630011765807,0.5714435176409307,0.5714287349153866,2.0,4.0,1.4285714285714286,2.0,0.21212121212121213,0.42424242424242425,0.15151515151515152,0.21212121212121213,True,0.45153126401108745,0.0727456332802507,0.0,6.28840609629857,3.256818018873973,29.851817921052653,0.22148670999755693,82,4,False,4,2.807354922057604,78.60593781761291
