structure_id,source_file,source_path,formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass
Mn2VS2Br3,Mn2VS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VS2Br3.cif,Mn2VS2Br3,Indirect,0.0228,0.0446,Unstable,No
Mn2VS2Cl3,Mn2VS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VS2Cl3.cif,Mn2VS2Cl3,Indirect,0.1684,0.2478,Unstable,No
Mn2VS2F3,Mn2VS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VS2F3.cif,Mn2VS2F3,Indirect,0.2086,0.1161,Unstable,No
Mn2VS2I3,Mn2VS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VS2I3.cif,Mn2VS2I3,Indirect,0.0216,0.0324,Unstable,No
Mn2VSe2Br3,Mn2VSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VSe2Br3.cif,Mn2VSe2Br3,Indirect,0.0228,0.0377,Unstable,No
Mn2VSe2Cl3,Mn2VSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VSe2Cl3.cif,Mn2VSe2Cl3,Indirect,0.1351,0.082,Unstable,No
Mn2VSe2F3,Mn2VSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VSe2F3.cif,Mn2VSe2F3,Indirect,0.1316,0.1718,Unstable,No
Mn2VSe2I3,Mn2VSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VSe2I3.cif,Mn2VSe2I3,Indirect,0.0117,0.0337,Unstable,No
Mn2VTe2Br3,Mn2VTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VTe2Br3.cif,Mn2VTe2Br3,Indirect,0.0294,0.0395,Unstable,No
Mn2VTe2Cl3,Mn2VTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VTe2Cl3.cif,Mn2VTe2Cl3,Indirect,0.0449,0.0323,Unstable,No
Mn2VTe2F3,Mn2VTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VTe2F3.cif,Mn2VTe2F3,Indirect,0.2348,0.2402,Unstable,No
Mn2VTe2I3,Mn2VTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2VTe2I3.cif,Mn2VTe2I3,Indirect,0.0219,0.0141,Unstable,No
Mn2WS2Br3,Mn2WS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WS2Br3.cif,Mn2WS2Br3,Indirect,0.0216,0.0607,Unstable,No
Mn2WS2Cl3,Mn2WS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WS2Cl3.cif,Mn2WS2Cl3,Indirect,0.0035,0.0096,Unstable,No
Mn2WS2F3,Mn2WS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WS2F3.cif,Mn2WS2F3,Indirect,0.3895,0.3594,Unstable,No
Mn2WS2I3,Mn2WS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WS2I3.cif,Mn2WS2I3,Indirect,-0.0159,0.0426,Unstable,No
Mn2WSe2Br3,Mn2WSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WSe2Br3.cif,Mn2WSe2Br3,Indirect,0.0074,0.031,Unstable,No
Mn2WSe2Cl3,Mn2WSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WSe2Cl3.cif,Mn2WSe2Cl3,Indirect,0.0301,0.0294,Unstable,No
Mn2WSe2F3,Mn2WSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WSe2F3.cif,Mn2WSe2F3,Indirect,0.2245,0.1707,Unstable,No
Mn2WSe2I3,Mn2WSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Mn2WSe2I3.cif,Mn2WSe2I3,Indirect,-0.0127,0.044,Unstable,No
MnAgSBr,MnAgSBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSBr.cif,MnAgSBr,Indirect,0.1563,0.1792,Stable,No
MnAgSCl,MnAgSCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSCl.cif,MnAgSCl,Direct,0.3396,0.1652,Stable,No
MnAgSF,MnAgSF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSF.cif,MnAgSF,Indirect,0.4393,0.2586,Stable,No
MnAgSI,MnAgSI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSI.cif,MnAgSI,Indirect,0.0066,0.0261,Unstable,No
MnAgSeBr,MnAgSeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSeBr.cif,MnAgSeBr,Direct,0.4973,0.3178,Stable,No
MnAgSeCl,MnAgSeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSeCl.cif,MnAgSeCl,Direct,0.2024,0.0926,Stable,No
MnAgSeF,MnAgSeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSeF.cif,MnAgSeF,Indirect,0.3508,0.3118,Stable,No
MnAgSeI,MnAgSeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgSeI.cif,MnAgSeI,Direct,0.2401,0.2354,Stable,No
MnAgTeBr,MnAgTeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgTeBr.cif,MnAgTeBr,Direct,0.3442,0.2921,Stable,No
MnAgTeCl,MnAgTeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgTeCl.cif,MnAgTeCl,Direct,0.1708,0.1068,Unstable,No
MnAgTeF,MnAgTeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgTeF.cif,MnAgTeF,Indirect,0.3151,0.2901,Stable,No
MnAgTeI,MnAgTeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAgTeI.cif,MnAgTeI,Direct,0.1601,0.1722,Stable,No
MnAlS2Br,MnAlS2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlS2Br.cif,MnAlS2Br,Indirect,0.0311,0.0682,Unstable,No
MnAlS2Cl,MnAlS2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlS2Cl.cif,MnAlS2Cl,Indirect,0.0081,0.0461,Unstable,No
MnAlS2F,MnAlS2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlS2F.cif,MnAlS2F,Indirect,0.252,0.2344,Unstable,No
MnAlS2I,MnAlS2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlS2I.cif,MnAlS2I,Indirect,0.0443,0.0285,Unstable,No
MnAlSe2Br,MnAlSe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlSe2Br.cif,MnAlSe2Br,Indirect,0.1108,0.0776,Unstable,No
MnAlSe2Cl,MnAlSe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlSe2Cl.cif,MnAlSe2Cl,Indirect,0.2321,0.3136,Unstable,No
MnAlSe2F,MnAlSe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlSe2F.cif,MnAlSe2F,Indirect,0.0345,0.0375,Unstable,No
MnAlSe2I,MnAlSe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlSe2I.cif,MnAlSe2I,Indirect,0.1277,0.0628,Unstable,No
MnAlTe2Br,MnAlTe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlTe2Br.cif,MnAlTe2Br,Indirect,0.295,0.3252,Stable,No
MnAlTe2Cl,MnAlTe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlTe2Cl.cif,MnAlTe2Cl,Indirect,0.2295,0.3062,Unstable,No
MnAlTe2F,MnAlTe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlTe2F.cif,MnAlTe2F,Indirect,0.0993,0.1039,Unstable,No
MnAlTe2I,MnAlTe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAlTe2I.cif,MnAlTe2I,Indirect,0.1262,0.064,Unstable,No
MnAuSBr,MnAuSBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSBr.cif,MnAuSBr,Indirect,-0.0053,0.0371,Unstable,No
MnAuSCl,MnAuSCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSCl.cif,MnAuSCl,Indirect,-0.0137,0.0341,Unstable,No
MnAuSF,MnAuSF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSF.cif,MnAuSF,Indirect,0.122,0.1028,Stable,No
MnAuSI,MnAuSI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSI.cif,MnAuSI,Indirect,0.0176,0.0475,Unstable,No
MnAuSeBr,MnAuSeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSeBr.cif,MnAuSeBr,Direct,0.2731,0.1997,Stable,No
MnAuSeCl,MnAuSeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSeCl.cif,MnAuSeCl,Indirect,0.3596,0.2094,Stable,No
MnAuSeF,MnAuSeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSeF.cif,MnAuSeF,Indirect,0.0361,0.0148,Stable,No
MnAuSeI,MnAuSeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnAuSeI.cif,MnAuSeI,Indirect,0.003,0.0302,Unstable,No
MnBiS2F,MnBiS2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiS2F.cif,MnBiS2F,Direct,0.1697,0.2877,Stable,No
MnBiS2I,MnBiS2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiS2I.cif,MnBiS2I,Indirect,0.5908,0.411,Stable,No
MnBiSe2Br,MnBiSe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiSe2Br.cif,MnBiSe2Br,Indirect,0.8851,0.1102,Stable,No
MnBiSe2Cl,MnBiSe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiSe2Cl.cif,MnBiSe2Cl,Indirect,0.7344,0.2206,Stable,No
MnBiSe2F,MnBiSe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiSe2F.cif,MnBiSe2F,Indirect,0.1122,0.1519,Stable,No
MnBiTe2Br,MnBiTe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiTe2Br.cif,MnBiTe2Br,Indirect,0.2749,0.1764,Stable,No
MnBiTe2Cl,MnBiTe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiTe2Cl.cif,MnBiTe2Cl,Indirect,0.1367,0.199,Stable,No
MnBiTe2F,MnBiTe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiTe2F.cif,MnBiTe2F,Indirect,0.0763,0.0841,Unstable,No
MnBiTe2I,MnBiTe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnBiTe2I.cif,MnBiTe2I,Indirect,0.1351,0.1758,Stable,No
MnCuSBr,MnCuSBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSBr.cif,MnCuSBr,Indirect,0.1656,0.2193,Stable,No
MnCuSCl,MnCuSCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSCl.cif,MnCuSCl,Direct,0.1434,0.2354,Stable,No
MnCuSF,MnCuSF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSF.cif,MnCuSF,Indirect,0.046,0.0514,Stable,No
MnCuSI,MnCuSI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSI.cif,MnCuSI,Indirect,0.0088,0.0207,Unstable,No
MnCuSeBr,MnCuSeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSeBr.cif,MnCuSeBr,Indirect,0.1078,0.1069,Stable,No
MnCuSeCl,MnCuSeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSeCl.cif,MnCuSeCl,Direct,0.0552,0.0679,Stable,No
MnCuSeF,MnCuSeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSeF.cif,MnCuSeF,Indirect,0.0944,0.1144,Stable,No
MnCuSeI,MnCuSeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuSeI.cif,MnCuSeI,Indirect,0.4453,0.4162,Stable,No
MnCuTeBr,MnCuTeBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuTeBr.cif,MnCuTeBr,Direct,0.6107,0.3592,Stable,Yes
MnCuTeCl,MnCuTeCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuTeCl.cif,MnCuTeCl,Direct,0.5527,0.3711,Stable,Yes
MnCuTeF,MnCuTeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuTeF.cif,MnCuTeF,Indirect,0.3074,0.325,Stable,No
MnCuTeI,MnCuTeI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnCuTeI.cif,MnCuTeI,Direct,0.1275,0.0543,Unstable,No
MnFeS2Br,MnFeS2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeS2Br.cif,MnFeS2Br,Indirect,0.0677,0.1009,Unstable,No
MnFeS2Cl,MnFeS2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeS2Cl.cif,MnFeS2Cl,Indirect,0.0279,0.0281,Unstable,No
MnFeS2F,MnFeS2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeS2F.cif,MnFeS2F,Indirect,-0.0022,0.0331,Unstable,No
MnFeS2I,MnFeS2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeS2I.cif,MnFeS2I,Indirect,0.0723,0.0506,Stable,No
MnFeSe2Br,MnFeSe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeSe2Br.cif,MnFeSe2Br,Indirect,0.0692,0.0521,Unstable,No
MnFeSe2Cl,MnFeSe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeSe2Cl.cif,MnFeSe2Cl,Indirect,0.0527,0.0493,Unstable,No
MnFeSe2F,MnFeSe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeSe2F.cif,MnFeSe2F,Indirect,0.2094,0.2181,Unstable,No
MnFeSe2I,MnFeSe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeSe2I.cif,MnFeSe2I,Indirect,0.0249,0.0573,Unstable,No
MnFeTe2Br,MnFeTe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeTe2Br.cif,MnFeTe2Br,Indirect,0.0831,0.0556,Unstable,No
MnFeTe2Cl,MnFeTe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeTe2Cl.cif,MnFeTe2Cl,Indirect,0.1404,0.1023,Unstable,No
MnFeTe2F,MnFeTe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeTe2F.cif,MnFeTe2F,Indirect,0.1191,0.0887,Unstable,No
MnFeTe2I,MnFeTe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnFeTe2I.cif,MnFeTe2I,Indirect,0.1546,0.1348,Unstable,No
MnGaS2Br,MnGaS2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaS2Br.cif,MnGaS2Br,Indirect,0.0465,0.0628,Stable,No
MnGaS2Cl,MnGaS2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaS2Cl.cif,MnGaS2Cl,Indirect,0.0323,0.0461,Unstable,No
MnGaS2F,MnGaS2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaS2F.cif,MnGaS2F,Indirect,0.0864,0.1417,Unstable,No
MnGaS2I,MnGaS2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaS2I.cif,MnGaS2I,Indirect,0.1211,0.1402,Stable,No
MnGaSe2Br,MnGaSe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaSe2Br.cif,MnGaSe2Br,Indirect,0.0867,0.0566,Stable,No
MnGaSe2Cl,MnGaSe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaSe2Cl.cif,MnGaSe2Cl,Indirect,0.1608,0.2147,Stable,No
MnGaSe2F,MnGaSe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaSe2F.cif,MnGaSe2F,Indirect,0.0383,0.095,Unstable,No
MnGaSe2I,MnGaSe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaSe2I.cif,MnGaSe2I,Indirect,0.0785,0.0209,Stable,No
MnGaTe2Br,MnGaTe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaTe2Br.cif,MnGaTe2Br,Indirect,0.2029,0.177,Stable,No
MnGaTe2Cl,MnGaTe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaTe2Cl.cif,MnGaTe2Cl,Indirect,0.2322,0.2032,Unstable,No
MnGaTe2F,MnGaTe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaTe2F.cif,MnGaTe2F,Indirect,0.0877,0.075,Unstable,No
MnGaTe2I,MnGaTe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnGaTe2I.cif,MnGaTe2I,Indirect,0.108,0.0382,Stable,No
MnInS2Br,MnInS2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInS2Br.cif,MnInS2Br,Indirect,0.2624,0.1184,Stable,No
MnInS2Cl,MnInS2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInS2Cl.cif,MnInS2Cl,Indirect,0.41,0.2336,Stable,No
MnInS2F,MnInS2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInS2F.cif,MnInS2F,Indirect,0.0398,0.0258,Unstable,No
MnInS2I,MnInS2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInS2I.cif,MnInS2I,Indirect,0.3108,0.1158,Stable,No
MnInSe2Br,MnInSe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInSe2Br.cif,MnInSe2Br,Indirect,0.4626,0.1136,Stable,No
MnInSe2Cl,MnInSe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInSe2Cl.cif,MnInSe2Cl,Indirect,0.3258,0.234,Stable,No
MnInSe2F,MnInSe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInSe2F.cif,MnInSe2F,Indirect,0.109,0.0701,Stable,No
MnInSe2I,MnInSe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInSe2I.cif,MnInSe2I,Indirect,0.2644,0.177,Stable,No
MnInTe2Br,MnInTe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInTe2Br.cif,MnInTe2Br,Indirect,0.0456,0.0502,Stable,No
MnInTe2Cl,MnInTe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInTe2Cl.cif,MnInTe2Cl,Indirect,0.1027,0.1335,Stable,No
MnInTe2F,MnInTe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInTe2F.cif,MnInTe2F,Indirect,0.0285,0.0439,Unstable,No
MnInTe2I,MnInTe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnInTe2I.cif,MnInTe2I,Indirect,0.0613,0.0644,Stable,No
MnMoS2Br,MnMoS2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoS2Br.cif,MnMoS2Br,Indirect,0.1481,0.251,Stable,No
MnMoS2Cl,MnMoS2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoS2Cl.cif,MnMoS2Cl,Indirect,0.0343,0.0378,Stable,No
MnMoS2F,MnMoS2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoS2F.cif,MnMoS2F,Indirect,0.2432,0.3537,Unstable,No
MnMoS2I,MnMoS2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoS2I.cif,MnMoS2I,Indirect,0.165,0.1649,Unstable,No
MnMoSe2Br,MnMoSe2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoSe2Br.cif,MnMoSe2Br,Indirect,0.0105,0.0251,Stable,No
MnMoSe2Cl,MnMoSe2Cl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoSe2Cl.cif,MnMoSe2Cl,Indirect,0.0421,0.0697,Stable,No
MnMoSe2F,MnMoSe2F.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoSe2F.cif,MnMoSe2F,Indirect,0.2765,0.2846,Unstable,No
MnMoSe2I,MnMoSe2I.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnMoSe2I.cif,MnMoSe2I,Indirect,0.1351,0.0747,Stable,No
MnNbS2Br,MnNbS2Br.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/MnNbS2Br.cif,MnNbS2Br,Indirect,0.1817,0.2562,Stable,No
