structure_id,source_file,source_path,formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass
BiSF,BiSF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiSF.cif,BiSF,Indirect,1.0432,0.6767,Stable,No
BiSeF,BiSeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiSeF.cif,BiSeF,Direct,0.7431,0.5041,Stable,Yes
BiTe2Pd2Br3,BiTe2Pd2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pd2Br3.cif,BiTe2Pd2Br3,Indirect,0.3375,0.3631,Unstable,No
BiTe2Pd2Cl3,BiTe2Pd2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pd2Cl3.cif,BiTe2Pd2Cl3,Indirect,0.5189,0.2335,Stable,No
BiTe2Pd2F3,BiTe2Pd2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pd2F3.cif,BiTe2Pd2F3,Indirect,0.1982,0.1203,Unstable,No
BiTe2Pd2I3,BiTe2Pd2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pd2I3.cif,BiTe2Pd2I3,Indirect,0.1335,0.1936,Unstable,No
BiTe2PdBr,BiTe2PdBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PdBr.cif,BiTe2PdBr,Indirect,0.2202,0.1923,Stable,No
BiTe2PdCl,BiTe2PdCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PdCl.cif,BiTe2PdCl,Indirect,0.3505,0.1848,Stable,No
BiTe2PdF,BiTe2PdF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PdF.cif,BiTe2PdF,Indirect,0.0043,0.0612,Unstable,No
BiTe2PdI,BiTe2PdI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PdI.cif,BiTe2PdI,Indirect,0.1778,0.0937,Stable,No
BiTe2Pt2Br3,BiTe2Pt2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pt2Br3.cif,BiTe2Pt2Br3,Indirect,0.2239,0.2644,Stable,No
BiTe2Pt2Cl3,BiTe2Pt2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pt2Cl3.cif,BiTe2Pt2Cl3,Indirect,0.1954,0.2491,Stable,No
BiTe2Pt2F3,BiTe2Pt2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pt2F3.cif,BiTe2Pt2F3,Indirect,0.4358,0.3233,Stable,No
BiTe2Pt2I3,BiTe2Pt2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2Pt2I3.cif,BiTe2Pt2I3,Indirect,0.3143,0.313,Stable,No
BiTe2PtBr,BiTe2PtBr.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PtBr.cif,BiTe2PtBr,Indirect,0.0805,0.0882,Stable,No
BiTe2PtCl,BiTe2PtCl.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PtCl.cif,BiTe2PtCl,Indirect,0.5315,0.408,Stable,No
BiTe2PtF,BiTe2PtF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PtF.cif,BiTe2PtF,Indirect,0.0211,0.0282,Stable,No
BiTe2PtI,BiTe2PtI.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTe2PtI.cif,BiTe2PtI,Indirect,0.414,0.2525,Stable,No
BiTeAuBr2,BiTeAuBr2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTeAuBr2.cif,BiTeAuBr2,Indirect,0.3217,0.1617,Stable,No
BiTeAuCl2,BiTeAuCl2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTeAuCl2.cif,BiTeAuCl2,Indirect,0.8532,0.248,Stable,No
BiTeAuF2,BiTeAuF2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTeAuF2.cif,BiTeAuF2,Indirect,0.4719,0.4305,Stable,No
BiTeAuI2,BiTeAuI2.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTeAuI2.cif,BiTeAuI2,Indirect,0.1764,0.2472,Stable,No
BiTeF,BiTeF.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/BiTeF.cif,BiTeF,Direct,0.3856,0.3261,Stable,No
Ca2AlS2Br3,Ca2AlS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlS2Br3.cif,Ca2AlS2Br3,Indirect,1.3587,0.8243,Stable,No
Ca2AlS2Cl3,Ca2AlS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlS2Cl3.cif,Ca2AlS2Cl3,Indirect,1.4404,0.7763,Unstable,No
Ca2AlS2F3,Ca2AlS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlS2F3.cif,Ca2AlS2F3,Indirect,2.3857,0.7401,Stable,No
Ca2AlS2I3,Ca2AlS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlS2I3.cif,Ca2AlS2I3,Indirect,0.8547,0.7078,Unstable,No
Ca2AlSe2Br3,Ca2AlSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlSe2Br3.cif,Ca2AlSe2Br3,Indirect,1.271,0.7527,Stable,No
Ca2AlSe2Cl3,Ca2AlSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlSe2Cl3.cif,Ca2AlSe2Cl3,Indirect,0.921,0.4532,Stable,No
Ca2AlSe2F3,Ca2AlSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlSe2F3.cif,Ca2AlSe2F3,Direct,1.6356,0.3922,Unstable,No
Ca2AlSe2I3,Ca2AlSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlSe2I3.cif,Ca2AlSe2I3,Indirect,1.0563,0.5013,Stable,No
Ca2AlTe2Br3,Ca2AlTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlTe2Br3.cif,Ca2AlTe2Br3,Indirect,0.7117,0.608,Unstable,No
Ca2AlTe2Cl3,Ca2AlTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlTe2Cl3.cif,Ca2AlTe2Cl3,Indirect,0.4135,0.5327,Unstable,No
Ca2AlTe2F3,Ca2AlTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlTe2F3.cif,Ca2AlTe2F3,Indirect,1.2127,0.9815,Unstable,No
Ca2AlTe2I3,Ca2AlTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2AlTe2I3.cif,Ca2AlTe2I3,Indirect,0.7618,0.6749,Stable,No
Ca2BiS2Br3,Ca2BiS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiS2Br3.cif,Ca2BiS2Br3,Indirect,1.2762,0.5338,Unstable,No
Ca2BiS2Cl3,Ca2BiS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiS2Cl3.cif,Ca2BiS2Cl3,Indirect,1.5683,0.7629,Unstable,No
Ca2BiS2F3,Ca2BiS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiS2F3.cif,Ca2BiS2F3,Indirect,1.7858,0.2957,Unstable,No
Ca2BiS2I3,Ca2BiS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiS2I3.cif,Ca2BiS2I3,Indirect,0.8771,0.6951,Unstable,No
Ca2BiSe2Br3,Ca2BiSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiSe2Br3.cif,Ca2BiSe2Br3,Indirect,0.8418,0.8369,Stable,No
Ca2BiSe2Cl3,Ca2BiSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiSe2Cl3.cif,Ca2BiSe2Cl3,Indirect,1.329,0.5933,Unstable,No
Ca2BiSe2F3,Ca2BiSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiSe2F3.cif,Ca2BiSe2F3,Indirect,0.2859,0.1936,Unstable,No
Ca2BiSe2I3,Ca2BiSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiSe2I3.cif,Ca2BiSe2I3,Indirect,0.7738,0.5486,Unstable,No
Ca2BiTe2Br3,Ca2BiTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiTe2Br3.cif,Ca2BiTe2Br3,Indirect,0.4891,0.4573,Unstable,No
Ca2BiTe2Cl3,Ca2BiTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiTe2Cl3.cif,Ca2BiTe2Cl3,Indirect,0.5873,0.3337,Unstable,No
Ca2BiTe2F3,Ca2BiTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiTe2F3.cif,Ca2BiTe2F3,Indirect,0.118,0.1262,Unstable,No
Ca2BiTe2I3,Ca2BiTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2BiTe2I3.cif,Ca2BiTe2I3,Indirect,0.7108,0.4709,Unstable,No
Ca2FeS2Br3,Ca2FeS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeS2Br3.cif,Ca2FeS2Br3,Indirect,1.1071,0.6725,Stable,No
Ca2FeS2Cl3,Ca2FeS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeS2Cl3.cif,Ca2FeS2Cl3,Indirect,0.3608,0.5616,Unstable,No
Ca2FeS2F3,Ca2FeS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeS2F3.cif,Ca2FeS2F3,Indirect,0.7855,0.3161,Unstable,No
Ca2FeS2I3,Ca2FeS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeS2I3.cif,Ca2FeS2I3,Indirect,0.2983,0.5007,Unstable,No
Ca2FeSe2Br3,Ca2FeSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeSe2Br3.cif,Ca2FeSe2Br3,Indirect,0.5707,0.6598,Unstable,No
Ca2FeSe2Cl3,Ca2FeSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeSe2Cl3.cif,Ca2FeSe2Cl3,Direct,0.5009,0.6982,Unstable,No
Ca2FeSe2F3,Ca2FeSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeSe2F3.cif,Ca2FeSe2F3,Indirect,0.4244,0.2441,Unstable,No
Ca2FeSe2I3,Ca2FeSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeSe2I3.cif,Ca2FeSe2I3,Indirect,0.2039,0.2019,Unstable,No
Ca2FeTe2Br3,Ca2FeTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeTe2Br3.cif,Ca2FeTe2Br3,Indirect,0.4622,0.5288,Unstable,No
Ca2FeTe2Cl3,Ca2FeTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeTe2Cl3.cif,Ca2FeTe2Cl3,Indirect,0.0266,0.0398,Unstable,No
Ca2FeTe2F3,Ca2FeTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeTe2F3.cif,Ca2FeTe2F3,Indirect,0.0896,0.1461,Unstable,No
Ca2FeTe2I3,Ca2FeTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2FeTe2I3.cif,Ca2FeTe2I3,Indirect,0.2711,0.4277,Unstable,No
Ca2GaS2Br3,Ca2GaS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaS2Br3.cif,Ca2GaS2Br3,Indirect,2.0302,0.3871,Stable,No
Ca2GaS2Cl3,Ca2GaS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaS2Cl3.cif,Ca2GaS2Cl3,Indirect,1.7068,0.6128,Unstable,No
Ca2GaS2F3,Ca2GaS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaS2F3.cif,Ca2GaS2F3,Direct,2.4847,0.4632,Stable,No
Ca2GaS2I3,Ca2GaS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaS2I3.cif,Ca2GaS2I3,Indirect,1.0898,0.7428,Stable,No
Ca2GaSe2Br3,Ca2GaSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaSe2Br3.cif,Ca2GaSe2Br3,Indirect,1.1178,0.8803,Stable,No
Ca2GaSe2Cl3,Ca2GaSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaSe2Cl3.cif,Ca2GaSe2Cl3,Indirect,1.3977,0.7617,Stable,No
Ca2GaSe2F3,Ca2GaSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaSe2F3.cif,Ca2GaSe2F3,Direct,1.6915,0.3597,Stable,No
Ca2GaSe2I3,Ca2GaSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaSe2I3.cif,Ca2GaSe2I3,Indirect,1.1764,0.5825,Stable,No
Ca2GaTe2Br3,Ca2GaTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaTe2Br3.cif,Ca2GaTe2Br3,Indirect,0.5836,0.5949,Unstable,No
Ca2GaTe2Cl3,Ca2GaTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaTe2Cl3.cif,Ca2GaTe2Cl3,Indirect,0.6794,0.6167,Unstable,No
Ca2GaTe2F3,Ca2GaTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaTe2F3.cif,Ca2GaTe2F3,Indirect,0.9059,0.4044,Unstable,No
Ca2GaTe2I3,Ca2GaTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2GaTe2I3.cif,Ca2GaTe2I3,Indirect,0.5328,0.6367,Stable,No
Ca2HfS2Br3,Ca2HfS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfS2Br3.cif,Ca2HfS2Br3,Indirect,1.697,0.365,Stable,No
Ca2HfS2Cl3,Ca2HfS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfS2Cl3.cif,Ca2HfS2Cl3,Indirect,1.7527,0.2625,Stable,No
Ca2HfS2F3,Ca2HfS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfS2F3.cif,Ca2HfS2F3,Indirect,0.3665,0.3139,Unstable,No
Ca2HfS2I3,Ca2HfS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfS2I3.cif,Ca2HfS2I3,Indirect,1.2431,0.2091,Stable,No
Ca2HfSe2Br3,Ca2HfSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfSe2Br3.cif,Ca2HfSe2Br3,Indirect,0.6504,0.2597,Unstable,No
Ca2HfSe2Cl3,Ca2HfSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfSe2Cl3.cif,Ca2HfSe2Cl3,Indirect,0.8529,0.2758,Unstable,No
Ca2HfSe2F3,Ca2HfSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfSe2F3.cif,Ca2HfSe2F3,Direct,0.6012,0.4904,Unstable,No
Ca2HfSe2I3,Ca2HfSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfSe2I3.cif,Ca2HfSe2I3,Indirect,1.0792,0.1597,Stable,No
Ca2HfTe2Br3,Ca2HfTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfTe2Br3.cif,Ca2HfTe2Br3,Indirect,0.3777,0.3161,Unstable,No
Ca2HfTe2Cl3,Ca2HfTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfTe2Cl3.cif,Ca2HfTe2Cl3,Indirect,0.4227,0.3378,Unstable,No
Ca2HfTe2F3,Ca2HfTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfTe2F3.cif,Ca2HfTe2F3,Indirect,0.412,0.436,Unstable,No
Ca2HfTe2I3,Ca2HfTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2HfTe2I3.cif,Ca2HfTe2I3,Indirect,0.5313,0.2335,Unstable,No
Ca2InS2Br3,Ca2InS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InS2Br3.cif,Ca2InS2Br3,Indirect,1.8579,0.3726,Stable,No
Ca2InS2Cl3,Ca2InS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InS2Cl3.cif,Ca2InS2Cl3,Indirect,1.1668,0.7418,Stable,No
Ca2InS2F3,Ca2InS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InS2F3.cif,Ca2InS2F3,Indirect,1.1805,0.5529,Unstable,No
Ca2InS2I3,Ca2InS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InS2I3.cif,Ca2InS2I3,Indirect,0.7182,0.518,Unstable,No
Ca2InSe2Br3,Ca2InSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InSe2Br3.cif,Ca2InSe2Br3,Indirect,1.3384,0.6037,Stable,No
Ca2InSe2Cl3,Ca2InSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InSe2Cl3.cif,Ca2InSe2Cl3,Indirect,1.23,0.6542,Stable,No
Ca2InSe2F3,Ca2InSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InSe2F3.cif,Ca2InSe2F3,Indirect,0.6996,0.3478,Unstable,No
Ca2InSe2I3,Ca2InSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InSe2I3.cif,Ca2InSe2I3,Indirect,0.9321,0.4265,Stable,No
Ca2InTe2Br3,Ca2InTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InTe2Br3.cif,Ca2InTe2Br3,Indirect,0.6042,0.5832,Stable,No
Ca2InTe2Cl3,Ca2InTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InTe2Cl3.cif,Ca2InTe2Cl3,Indirect,0.4695,0.5847,Unstable,No
Ca2InTe2F3,Ca2InTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InTe2F3.cif,Ca2InTe2F3,Indirect,0.0484,0.0231,Unstable,No
Ca2InTe2I3,Ca2InTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2InTe2I3.cif,Ca2InTe2I3,Indirect,0.4765,0.5096,Stable,No
Ca2LaS2Br3,Ca2LaS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaS2Br3.cif,Ca2LaS2Br3,Indirect,1.3182,0.7491,Unstable,No
Ca2LaS2Cl3,Ca2LaS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaS2Cl3.cif,Ca2LaS2Cl3,Indirect,1.9076,0.5595,Unstable,No
Ca2LaS2F3,Ca2LaS2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaS2F3.cif,Ca2LaS2F3,Indirect,1.145,0.74,Unstable,No
Ca2LaS2I3,Ca2LaS2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaS2I3.cif,Ca2LaS2I3,Indirect,1.1444,0.7579,Unstable,No
Ca2LaSe2Br3,Ca2LaSe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaSe2Br3.cif,Ca2LaSe2Br3,Indirect,1.0341,0.7868,Stable,No
Ca2LaSe2Cl3,Ca2LaSe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaSe2Cl3.cif,Ca2LaSe2Cl3,Indirect,1.4599,0.6579,Unstable,No
Ca2LaSe2F3,Ca2LaSe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaSe2F3.cif,Ca2LaSe2F3,Direct,0.7286,0.4619,Stable,Yes
Ca2LaSe2I3,Ca2LaSe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaSe2I3.cif,Ca2LaSe2I3,Indirect,0.7948,0.7202,Unstable,No
Ca2LaTe2Br3,Ca2LaTe2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaTe2Br3.cif,Ca2LaTe2Br3,Indirect,0.7318,0.59,Stable,No
Ca2LaTe2Cl3,Ca2LaTe2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaTe2Cl3.cif,Ca2LaTe2Cl3,Indirect,0.8619,0.5614,Unstable,No
Ca2LaTe2F3,Ca2LaTe2F3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaTe2F3.cif,Ca2LaTe2F3,Indirect,0.1668,0.1626,Unstable,No
Ca2LaTe2I3,Ca2LaTe2I3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LaTe2I3.cif,Ca2LaTe2I3,Indirect,0.4181,0.3357,Unstable,No
Ca2LuS2Br3,Ca2LuS2Br3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LuS2Br3.cif,Ca2LuS2Br3,Indirect,1.5791,0.7366,Stable,No
Ca2LuS2Cl3,Ca2LuS2Cl3.cif,/mnt/d/AgBiSeCl2/Dual-backbone-Graph-Fusion-Network/02-data/dataset/predict_final_main6/Ca2LuS2Cl3.cif,Ca2LuS2Cl3,Direct,1.9196,0.7008,Stable,No
