formula,bg_type,bg_eV,bg_std_eV,ehull,screen_pass,source,structure_type,source_dir,source_file,dest_file,cif_path,bg_eV_raw,bg_eV_used,gap_type_used,ehull_numeric_used,screen_pass_bool
Fe2RuSe2Cl3,Indirect,0.0052,0.0227,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2RuSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2RuSe2Cl3.cif,0.0052,0.0052,Indirect,0.2,False
Fe2RuSe2F3,Indirect,0.0824,0.092,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2RuSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2RuSe2F3.cif,0.0824,0.0824,Indirect,0.2,False
Fe2RuSe2I3,Indirect,0.0001,0.0328,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2RuSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2RuSe2I3.cif,0.0001,0.0001,Indirect,0.2,False
Fe2SbS2Br3,Indirect,0.1262,0.1739,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2Br3.cif,0.1262,0.1262,Indirect,0.2,False
Fe2SbS2Cl3,Indirect,0.1081,0.1165,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2Cl3.cif,0.1081,0.1081,Indirect,0.2,False
Fe2SbS2F3,Indirect,0.3306,0.1688,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2F3.cif,0.3306,0.3306,Indirect,0.2,False
Fe2SbS2I3,Indirect,0.0215,0.0252,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbS2I3.cif,0.0215,0.0215,Indirect,0.2,False
Fe2SbSe2Br3,Indirect,0.0227,0.0525,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2Br3.cif,0.0227,0.0227,Indirect,0.2,False
Fe2SbSe2Cl3,Indirect,0.0574,0.064,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2Cl3.cif,0.0574,0.0574,Indirect,0.2,False
Fe2SbSe2F3,Direct,0.2423,0.2212,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2F3.cif,0.2423,0.2423,Direct,0.2,False
Fe2SbSe2I3,Indirect,0.0467,0.0657,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbSe2I3.cif,0.0467,0.0467,Indirect,0.2,False
Fe2SbTe2Br3,Indirect,0.3425,0.1988,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2Br3.cif,0.3425,0.3425,Indirect,0.2,False
Fe2SbTe2Cl3,Indirect,0.1471,0.0988,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2Cl3.cif,0.1471,0.1471,Indirect,0.2,False
Fe2SbTe2F3,Indirect,0.381,0.3775,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2F3.cif,0.381,0.381,Indirect,0.2,False
Fe2SbTe2I3,Indirect,0.2675,0.2709,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2SbTe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2SbTe2I3.cif,0.2675,0.2675,Indirect,0.2,False
Fe2Te2MoBr3,Indirect,0.0236,0.0521,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2MoTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoBr3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoBr3.cif,0.0236,0.0236,Indirect,0.2,False
Fe2Te2MoCl3,Indirect,0.0169,0.0384,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2MoTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoCl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoCl3.cif,0.0169,0.0169,Indirect,0.2,False
Fe2Te2MoF3,Indirect,0.1266,0.1055,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2MoTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoF3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoF3.cif,0.1266,0.1266,Indirect,0.2,False
Fe2Te2MoI3,Indirect,0.073,0.1135,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2MoTe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoI3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2MoI3.cif,0.073,0.073,Indirect,0.2,False
Fe2Te2RhBr3,Indirect,0.1238,0.0332,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RhTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhBr3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhBr3.cif,0.1238,0.1238,Indirect,0.2,False
Fe2Te2RhCl3,Indirect,0.0534,0.0315,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RhTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhCl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhCl3.cif,0.0534,0.0534,Indirect,0.2,False
Fe2Te2RhF3,Indirect,0.6488,0.5995,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RhTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhF3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhF3.cif,0.6488,0.6488,Indirect,0.2,False
Fe2Te2RhI3,Indirect,0.4433,0.2366,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RhTe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhI3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RhI3.cif,0.4433,0.4433,Indirect,0.2,False
Fe2Te2RuBr3,Indirect,0.0154,0.0202,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuBr3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuBr3.cif,0.0154,0.0154,Indirect,0.2,False
Fe2Te2RuCl3,Indirect,-0.0001,0.0225,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuCl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuCl3.cif,-0.0001,0.0,Metal,0.2,False
Fe2Te2RuF3,Indirect,0.1013,0.1176,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuF3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuF3.cif,0.1013,0.1013,Indirect,0.2,False
Fe2Te2RuI3,Indirect,0.0544,0.0732,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2RuTe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuI3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2RuI3.cif,0.0544,0.0544,Indirect,0.2,False
Fe2Te2WBr3,Indirect,-0.0107,0.0543,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WTe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WBr3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WBr3.cif,-0.0107,0.0,Metal,0.2,False
Fe2Te2WCl3,Indirect,-0.0101,0.0428,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WTe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WCl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WCl3.cif,-0.0101,0.0,Metal,0.2,False
Fe2Te2WF3,Indirect,0.1532,0.2564,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WTe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WF3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WF3.cif,0.1532,0.1532,Indirect,0.2,False
Fe2Te2WI3,Indirect,0.0266,0.0605,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WTe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WI3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te2WI3.cif,0.0266,0.0266,Indirect,0.2,False
Fe2Te3AuBr,Indirect,0.0169,0.0458,Unstable,No,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Fe2Te3AuBr.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuBr.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuBr.cif,0.0169,0.0169,Indirect,0.2,False
Fe2Te3AuCl,Indirect,0.0213,0.0471,Unstable,No,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Fe2Te3AuCl.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuCl.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuCl.cif,0.0213,0.0213,Indirect,0.2,False
Fe2Te3AuF,Indirect,0.0173,0.0435,Unstable,No,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Fe2Te3AuF.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuF.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuF.cif,0.0173,0.0173,Indirect,0.2,False
Fe2Te3AuI,Indirect,0.2419,0.22,Unstable,No,dual_backbone_inorg,TrainTemplate_A1C2_Ch3_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/Fe2Te3AuI.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuI.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2Te3AuI.cif,0.2419,0.2419,Indirect,0.2,False
Fe2WS2Br3,Indirect,0.0024,0.0536,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2Br3.cif,0.0024,0.0024,Indirect,0.2,False
Fe2WS2Cl3,Indirect,0.0233,0.0767,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2Cl3.cif,0.0233,0.0233,Indirect,0.2,False
Fe2WS2F3,Indirect,0.3319,0.3549,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2F3.cif,0.3319,0.3319,Indirect,0.2,False
Fe2WS2I3,Indirect,-0.0252,0.0476,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WS2I3.cif,-0.0252,0.0,Metal,0.2,False
Fe2WSe2Br3,Indirect,0.0118,0.0527,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2Br3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2Br3.cif,0.0118,0.0118,Indirect,0.2,False
Fe2WSe2Cl3,Indirect,-0.0037,0.0355,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2Cl3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2Cl3.cif,-0.0037,0.0,Metal,0.2,False
Fe2WSe2F3,Indirect,0.1032,0.1255,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2F3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2F3.cif,0.1032,0.1032,Indirect,0.2,False
Fe2WSe2I3,Indirect,-0.0154,0.0484,Unstable,No,dual_backbone_inorg,Type3_B2_C_Ch2_X3,PROJECT_ROOT/Data/predict_type3_relaxed,PROJECT_ROOT/Data/predict_type3_relaxed/Fe2WSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2I3.cif,PROJECT_ROOT/Data/predict_final_main6/Fe2WSe2I3.cif,-0.0154,0.0,Metal,0.2,False
FeAgSBr,Direct,0.2116,0.1705,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSBr.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSBr.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSBr.cif,0.2116,0.2116,Direct,0.2,False
FeAgSBr2,Indirect,0.5049,0.3859,Stable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSBr2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSBr2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSBr2.cif,0.5049,0.5049,Indirect,0.0,False
FeAgSCl,Indirect,0.4804,0.2406,Stable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSCl.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSCl.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSCl.cif,0.4804,0.4804,Indirect,0.0,False
FeAgSCl2,Indirect,0.0723,0.1048,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSCl2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSCl2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSCl2.cif,0.0723,0.0723,Indirect,0.2,False
FeAgSF,Direct,1.0292,0.5297,Stable,Yes,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSF.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSF.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSF.cif,1.0292,1.0292,Direct,0.0,True
FeAgSF2,Indirect,0.2539,0.4183,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSF2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSF2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSF2.cif,0.2539,0.2539,Indirect,0.2,False
FeAgSI,Indirect,0.0316,0.0801,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSI.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSI.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSI.cif,0.0316,0.0316,Indirect,0.2,False
FeAgSI2,Indirect,0.2368,0.2269,Stable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSI2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSI2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSI2.cif,0.2368,0.2368,Indirect,0.0,False
FeAgSeBr,Indirect,0.6048,0.3739,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeBr.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeBr.cif,0.6048,0.6048,Indirect,0.2,False
FeAgSeBr2,Indirect,0.1479,0.2219,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSeBr2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeBr2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeBr2.cif,0.1479,0.1479,Indirect,0.2,False
FeAgSeCl,Direct,0.2253,0.0693,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeCl.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeCl.cif,0.2253,0.2253,Direct,0.2,False
FeAgSeCl2,Indirect,0.1147,0.2159,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeCl2.cif,0.1147,0.1147,Indirect,0.2,False
FeAgSeF,Indirect,0.4973,0.5792,Stable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSeF.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeF.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeF.cif,0.4973,0.4973,Indirect,0.0,False
FeAgSeF2,Indirect,0.2597,0.3825,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSeF2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeF2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeF2.cif,0.2597,0.2597,Indirect,0.2,False
FeAgSeI,Direct,0.6779,0.4086,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgSeI.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeI.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeI.cif,0.6779,0.6779,Direct,0.2,False
FeAgSeI2,Indirect,0.2048,0.2186,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeSeI2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeI2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgSeI2.cif,0.2048,0.2048,Indirect,0.2,False
FeAgTeBr,Direct,0.489,0.324,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgTeBr.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeBr.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeBr.cif,0.489,0.489,Direct,0.2,False
FeAgTeBr2,Indirect,0.1008,0.1052,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeTeBr2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeBr2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeBr2.cif,0.1008,0.1008,Indirect,0.2,False
FeAgTeCl,Direct,0.4453,0.3719,Unstable,No,dual_backbone_inorg,TrainTemplate_A1B1_Ch1_X1,PROJECT_ROOT/Data/predict_main6_supplement_relaxed,PROJECT_ROOT/Data/predict_main6_supplement_relaxed/FeAgTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeCl.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeCl.cif,0.4453,0.4453,Direct,0.2,False
FeAgTeCl2,Indirect,0.3294,0.3783,Unstable,No,dual_backbone_inorg,Type1_A_C_Ch_X2,PROJECT_ROOT/Data/predict_new_relaxed,PROJECT_ROOT/Data/predict_new_relaxed/AgFeTeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeCl2.cif,PROJECT_ROOT/Data/predict_final_main6/FeAgTeCl2.cif,0.3294,0.3294,Indirect,0.2,False
